id_cifra,archivo_presentado,seleccion_presentada,campo_presentado,valor_original,unidad,archivo_fuente,campo_fuente,filtro_fuente,calculo,run_id
F00596,tablas/anexo_variantes_ejecucion.csv,early/conditional/vwap_joint,native_fills,18,según diccionario,evidencia/revision/scenario_summary.csv,native_fills,scenario=vwap_joint;window=early;strategy=conditional,copia,run_f4151cc97937f3704d77fb14
F00597,tablas/anexo_variantes_ejecucion.csv,early/conditional/vwap_joint,net_return,0.00736363177009669,según diccionario,evidencia/revision/scenario_summary.csv,net_return,scenario=vwap_joint;window=early;strategy=conditional,copia,run_f4151cc97937f3704d77fb14
F00598,tablas/anexo_variantes_ejecucion.csv,early/conditional/vwap_joint,opening_attempts,2,según diccionario,evidencia/revision/scenario_summary.csv,opening_attempts,scenario=vwap_joint;window=early;strategy=conditional,copia,run_f4151cc97937f3704d77fb14
F00599,tablas/anexo_variantes_ejecucion.csv,early/conditional/vwap_joint,openings,1,según diccionario,evidencia/revision/scenario_summary.csv,openings,scenario=vwap_joint;window=early;strategy=conditional,copia,run_f4151cc97937f3704d77fb14
F00600,tablas/anexo_variantes_ejecucion.csv,early/conditional/vwap_joint,orders,138,según diccionario,evidencia/revision/scenario_summary.csv,orders,scenario=vwap_joint;window=early;strategy=conditional,copia,run_f4151cc97937f3704d77fb14
F00601,tablas/anexo_variantes_ejecucion.csv,early/conditional/vwap_joint,partial_fills,1,según diccionario,evidencia/revision/scenario_summary.csv,partial_fills,scenario=vwap_joint;window=early;strategy=conditional,copia,run_f4151cc97937f3704d77fb14
F00602,tablas/anexo_variantes_ejecucion.csv,early/conditional/vwap_joint,reconciliation_residual_usdt,-1.2E-24,según diccionario,evidencia/revision/scenario_summary.csv,reconciliation_residual_usdt,scenario=vwap_joint;window=early;strategy=conditional,copia,run_f4151cc97937f3704d77fb14
F00603,tablas/anexo_variantes_ejecucion.csv,early/conditional/vwap_joint,sharpe,1.9181736175616881,según diccionario,evidencia/revision/scenario_summary.csv,sharpe,scenario=vwap_joint;window=early;strategy=conditional,copia,run_f4151cc97937f3704d77fb14
F00604,tablas/anexo_variantes_ejecucion.csv,early/conditional/vwap_joint,slippage_informational_usdt,2.160014946032706543719342500,según diccionario,evidencia/revision/scenario_summary.csv,slippage_informational_usdt,scenario=vwap_joint;window=early;strategy=conditional,copia,run_f4151cc97937f3704d77fb14
F00605,tablas/anexo_variantes_ejecucion.csv,early/conditional/vwap_joint,spot_pnl_usdt,511.7728006730000000000000001,según diccionario,evidencia/revision/scenario_summary.csv,spot_pnl_usdt,scenario=vwap_joint;window=early;strategy=conditional,copia,run_f4151cc97937f3704d77fb14
F00606,tablas/anexo_variantes_ejecucion.csv,early/conditional/vwap_joint,unhedged_asset_seconds,7740,según diccionario,evidencia/revision/scenario_summary.csv,unhedged_asset_seconds,scenario=vwap_joint;window=early;strategy=conditional,copia,run_f4151cc97937f3704d77fb14
F00607,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_joint,cagr,0.03343990159715049,según diccionario,evidencia/revision/scenario_summary.csv,cagr,scenario=vwap_joint;window=early;strategy=permanent,copia,run_f4151cc97937f3704d77fb14
F00608,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_joint,capital_deployed_daily_avg_usdt,7187.874168040020271649548277,según diccionario,evidencia/revision/scenario_summary.csv,capital_deployed_daily_avg_usdt,scenario=vwap_joint;window=early;strategy=permanent,copia,run_f4151cc97937f3704d77fb14
F00609,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_joint,capital_deployed_daily_max_usdt,10536.70518614061608820136202,según diccionario,evidencia/revision/scenario_summary.csv,capital_deployed_daily_max_usdt,scenario=vwap_joint;window=early;strategy=permanent,copia,run_f4151cc97937f3704d77fb14
F00610,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_joint,capital_usdt,10000,según diccionario,evidencia/revision/scenario_summary.csv,capital_usdt,scenario=vwap_joint;window=early;strategy=permanent,copia,run_f4151cc97937f3704d77fb14
F00611,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_joint,closes,6,según diccionario,evidencia/revision/scenario_summary.csv,closes,scenario=vwap_joint;window=early;strategy=permanent,copia,run_f4151cc97937f3704d77fb14
F00612,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_joint,complete_cycles,4,según diccionario,evidencia/revision/scenario_summary.csv,complete_cycles,scenario=vwap_joint;window=early;strategy=permanent,copia,run_f4151cc97937f3704d77fb14
F00613,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_joint,covered_asset_seconds,48966840.000000000,según diccionario,evidencia/revision/scenario_summary.csv,covered_asset_seconds,scenario=vwap_joint;window=early;strategy=permanent,copia,run_f4151cc97937f3704d77fb14
F00614,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_joint,dust_asset_seconds,3835440.000000000,según diccionario,evidencia/revision/scenario_summary.csv,dust_asset_seconds,scenario=vwap_joint;window=early;strategy=permanent,copia,run_f4151cc97937f3704d77fb14
F00615,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_joint,failed_attempts,240,según diccionario,evidencia/revision/scenario_summary.csv,failed_attempts,scenario=vwap_joint;window=early;strategy=permanent,copia,run_f4151cc97937f3704d77fb14
F00616,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_joint,failed_cycles,0,según diccionario,evidencia/revision/scenario_summary.csv,failed_cycles,scenario=vwap_joint;window=early;strategy=permanent,copia,run_f4151cc97937f3704d77fb14
F00617,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_joint,fees_usdt,-59.1470283920,según diccionario,evidencia/revision/scenario_summary.csv,fees_usdt,scenario=vwap_joint;window=early;strategy=permanent,copia,run_f4151cc97937f3704d77fb14
F00618,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_joint,fills,72,según diccionario,evidencia/revision/scenario_summary.csv,fills,scenario=vwap_joint;window=early;strategy=permanent,copia,run_f4151cc97937f3704d77fb14
F00619,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_joint,final_equity_usdt,10334.39901597150466630770000,según diccionario,evidencia/revision/scenario_summary.csv,final_equity_usdt,scenario=vwap_joint;window=early;strategy=permanent,copia,run_f4151cc97937f3704d77fb14
F00620,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_joint,funding_usdt,286.4577636637046663077,según diccionario,evidencia/revision/scenario_summary.csv,funding_usdt,scenario=vwap_joint;window=early;strategy=permanent,copia,run_f4151cc97937f3704d77fb14
F00621,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_joint,futures_pnl_usdt,-1107.733089364199999999999999,según diccionario,evidencia/revision/scenario_summary.csv,futures_pnl_usdt,scenario=vwap_joint;window=early;strategy=permanent,copia,run_f4151cc97937f3704d77fb14
F00622,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_joint,liquidation_fees_usdt,0,según diccionario,evidencia/revision/scenario_summary.csv,liquidation_fees_usdt,scenario=vwap_joint;window=early;strategy=permanent,copia,run_f4151cc97937f3704d77fb14
F00623,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_joint,max_drawdown,-0.0013593578430675102,según diccionario,evidencia/revision/scenario_summary.csv,max_drawdown,scenario=vwap_joint;window=early;strategy=permanent,copia,run_f4151cc97937f3704d77fb14
F00624,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_joint,native_fills,72,según diccionario,evidencia/revision/scenario_summary.csv,native_fills,scenario=vwap_joint;window=early;strategy=permanent,copia,run_f4151cc97937f3704d77fb14
F00625,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_joint,net_return,0.03343990159715049,según diccionario,evidencia/revision/scenario_summary.csv,net_return,scenario=vwap_joint;window=early;strategy=permanent,copia,run_f4151cc97937f3704d77fb14
F00626,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_joint,opening_attempts,6,según diccionario,evidencia/revision/scenario_summary.csv,opening_attempts,scenario=vwap_joint;window=early;strategy=permanent,copia,run_f4151cc97937f3704d77fb14
F00627,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_joint,openings,6,según diccionario,evidencia/revision/scenario_summary.csv,openings,scenario=vwap_joint;window=early;strategy=permanent,copia,run_f4151cc97937f3704d77fb14
F00628,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_joint,orders,312,según diccionario,evidencia/revision/scenario_summary.csv,orders,scenario=vwap_joint;window=early;strategy=permanent,copia,run_f4151cc97937f3704d77fb14
F00629,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_joint,partial_fills,0,según diccionario,evidencia/revision/scenario_summary.csv,partial_fills,scenario=vwap_joint;window=early;strategy=permanent,copia,run_f4151cc97937f3704d77fb14
F00630,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_joint,reconciliation_residual_usdt,-2E-24,según diccionario,evidencia/revision/scenario_summary.csv,reconciliation_residual_usdt,scenario=vwap_joint;window=early;strategy=permanent,copia,run_f4151cc97937f3704d77fb14
F00631,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_joint,sharpe,4.110076292959999,según diccionario,evidencia/revision/scenario_summary.csv,sharpe,scenario=vwap_joint;window=early;strategy=permanent,copia,run_f4151cc97937f3704d77fb14
F00632,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_joint,slippage_informational_usdt,8.053750550718323267728835638,según diccionario,evidencia/revision/scenario_summary.csv,slippage_informational_usdt,scenario=vwap_joint;window=early;strategy=permanent,copia,run_f4151cc97937f3704d77fb14
F00633,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_joint,spot_pnl_usdt,1214.821370064000000000000001,según diccionario,evidencia/revision/scenario_summary.csv,spot_pnl_usdt,scenario=vwap_joint;window=early;strategy=permanent,copia,run_f4151cc97937f3704d77fb14
F00634,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_joint,unhedged_asset_seconds,16560,según diccionario,evidencia/revision/scenario_summary.csv,unhedged_asset_seconds,scenario=vwap_joint;window=early;strategy=permanent,copia,run_f4151cc97937f3704d77fb14
F00635,tablas/anexo_variantes_ejecucion.csv,early/conditional/vwap_only,cagr,0.007368913903890162,según diccionario,evidencia/revision/scenario_summary.csv,cagr,scenario=vwap_only;window=early;strategy=conditional,copia,run_47cc0b884944c31d9695906c
F00636,tablas/anexo_variantes_ejecucion.csv,early/conditional/vwap_only,capital_deployed_daily_avg_usdt,842.4178239036969696571338756,según diccionario,evidencia/revision/scenario_summary.csv,capital_deployed_daily_avg_usdt,scenario=vwap_only;window=early;strategy=conditional,copia,run_47cc0b884944c31d9695906c
F00637,tablas/anexo_variantes_ejecucion.csv,early/conditional/vwap_only,capital_deployed_daily_max_usdt,5297.227503859165559529892693,según diccionario,evidencia/revision/scenario_summary.csv,capital_deployed_daily_max_usdt,scenario=vwap_only;window=early;strategy=conditional,copia,run_47cc0b884944c31d9695906c
F00638,tablas/anexo_variantes_ejecucion.csv,early/conditional/vwap_only,capital_usdt,10000,según diccionario,evidencia/revision/scenario_summary.csv,capital_usdt,scenario=vwap_only;window=early;strategy=conditional,copia,run_47cc0b884944c31d9695906c
F00639,tablas/anexo_variantes_ejecucion.csv,early/conditional/vwap_only,closes,2,según diccionario,evidencia/revision/scenario_summary.csv,closes,scenario=vwap_only;window=early;strategy=conditional,copia,run_47cc0b884944c31d9695906c
F00640,tablas/anexo_variantes_ejecucion.csv,early/conditional/vwap_only,complete_cycles,1,según diccionario,evidencia/revision/scenario_summary.csv,complete_cycles,scenario=vwap_only;window=early;strategy=conditional,copia,run_47cc0b884944c31d9695906c
F00641,tablas/anexo_variantes_ejecucion.csv,early/conditional/vwap_only,covered_asset_seconds,5860260.000000000,según diccionario,evidencia/revision/scenario_summary.csv,covered_asset_seconds,scenario=vwap_only;window=early;strategy=conditional,copia,run_47cc0b884944c31d9695906c
F00642,tablas/anexo_variantes_ejecucion.csv,early/conditional/vwap_only,dust_asset_seconds,13975020.000000000,según diccionario,evidencia/revision/scenario_summary.csv,dust_asset_seconds,scenario=vwap_only;window=early;strategy=conditional,copia,run_47cc0b884944c31d9695906c
F00643,tablas/anexo_variantes_ejecucion.csv,early/conditional/vwap_only,failed_attempts,121,según diccionario,evidencia/revision/scenario_summary.csv,failed_attempts,scenario=vwap_only;window=early;strategy=conditional,copia,run_47cc0b884944c31d9695906c
F00644,tablas/anexo_variantes_ejecucion.csv,early/conditional/vwap_only,failed_cycles,1,según diccionario,evidencia/revision/scenario_summary.csv,failed_cycles,scenario=vwap_only;window=early;strategy=conditional,copia,run_47cc0b884944c31d9695906c
F00645,tablas/anexo_variantes_ejecucion.csv,early/conditional/vwap_only,fees_usdt,-17.086656393,según diccionario,evidencia/revision/scenario_summary.csv,fees_usdt,scenario=vwap_only;window=early;strategy=conditional,copia,run_47cc0b884944c31d9695906c
F00646,tablas/anexo_variantes_ejecucion.csv,early/conditional/vwap_only,fills,18,según diccionario,evidencia/revision/scenario_summary.csv,fills,scenario=vwap_only;window=early;strategy=conditional,copia,run_47cc0b884944c31d9695906c
F00647,tablas/anexo_variantes_ejecucion.csv,early/conditional/vwap_only,final_equity_usdt,10073.68913903890054477700000,según diccionario,evidencia/revision/scenario_summary.csv,final_equity_usdt,scenario=vwap_only;window=early;strategy=conditional,copia,run_47cc0b884944c31d9695906c
F00648,tablas/anexo_variantes_ejecucion.csv,early/conditional/vwap_only,funding_usdt,51.2566434839005447770,según diccionario,evidencia/revision/scenario_summary.csv,funding_usdt,scenario=vwap_only;window=early;strategy=conditional,copia,run_47cc0b884944c31d9695906c
F00649,tablas/anexo_variantes_ejecucion.csv,early/conditional/vwap_only,futures_pnl_usdt,-471.8773799999999999999999991,según diccionario,evidencia/revision/scenario_summary.csv,futures_pnl_usdt,scenario=vwap_only;window=early;strategy=conditional,copia,run_47cc0b884944c31d9695906c
F00650,tablas/anexo_variantes_ejecucion.csv,early/conditional/vwap_only,liquidation_fees_usdt,0,según diccionario,evidencia/revision/scenario_summary.csv,liquidation_fees_usdt,scenario=vwap_only;window=early;strategy=conditional,copia,run_47cc0b884944c31d9695906c
F00651,tablas/anexo_variantes_ejecucion.csv,early/conditional/vwap_only,max_drawdown,-0.0012234444420878843,según diccionario,evidencia/revision/scenario_summary.csv,max_drawdown,scenario=vwap_only;window=early;strategy=conditional,copia,run_47cc0b884944c31d9695906c
F00652,tablas/anexo_variantes_ejecucion.csv,early/conditional/vwap_only,native_fills,18,según diccionario,evidencia/revision/scenario_summary.csv,native_fills,scenario=vwap_only;window=early;strategy=conditional,copia,run_47cc0b884944c31d9695906c
F00653,tablas/anexo_variantes_ejecucion.csv,early/conditional/vwap_only,net_return,0.007368913903890162,según diccionario,evidencia/revision/scenario_summary.csv,net_return,scenario=vwap_only;window=early;strategy=conditional,copia,run_47cc0b884944c31d9695906c
F00654,tablas/anexo_variantes_ejecucion.csv,early/conditional/vwap_only,opening_attempts,2,según diccionario,evidencia/revision/scenario_summary.csv,opening_attempts,scenario=vwap_only;window=early;strategy=conditional,copia,run_47cc0b884944c31d9695906c
F00655,tablas/anexo_variantes_ejecucion.csv,early/conditional/vwap_only,openings,1,según diccionario,evidencia/revision/scenario_summary.csv,openings,scenario=vwap_only;window=early;strategy=conditional,copia,run_47cc0b884944c31d9695906c
F00656,tablas/anexo_variantes_ejecucion.csv,early/conditional/vwap_only,orders,138,según diccionario,evidencia/revision/scenario_summary.csv,orders,scenario=vwap_only;window=early;strategy=conditional,copia,run_47cc0b884944c31d9695906c
F00657,tablas/anexo_variantes_ejecucion.csv,early/conditional/vwap_only,partial_fills,1,según diccionario,evidencia/revision/scenario_summary.csv,partial_fills,scenario=vwap_only;window=early;strategy=conditional,copia,run_47cc0b884944c31d9695906c
F00658,tablas/anexo_variantes_ejecucion.csv,early/conditional/vwap_only,reconciliation_residual_usdt,-1.3E-24,según diccionario,evidencia/revision/scenario_summary.csv,reconciliation_residual_usdt,scenario=vwap_only;window=early;strategy=conditional,copia,run_47cc0b884944c31d9695906c
F00659,tablas/anexo_variantes_ejecucion.csv,early/conditional/vwap_only,sharpe,1.9206871565642125,según diccionario,evidencia/revision/scenario_summary.csv,sharpe,scenario=vwap_only;window=early;strategy=conditional,copia,run_47cc0b884944c31d9695906c
F00660,tablas/anexo_variantes_ejecucion.csv,early/conditional/vwap_only,slippage_informational_usdt,2.158450223774115606344045019,según diccionario,evidencia/revision/scenario_summary.csv,slippage_informational_usdt,scenario=vwap_only;window=early;strategy=conditional,copia,run_47cc0b884944c31d9695906c
F00661,tablas/anexo_variantes_ejecucion.csv,early/conditional/vwap_only,spot_pnl_usdt,511.3965319480000000000000004,según diccionario,evidencia/revision/scenario_summary.csv,spot_pnl_usdt,scenario=vwap_only;window=early;strategy=conditional,copia,run_47cc0b884944c31d9695906c
F00662,tablas/anexo_variantes_ejecucion.csv,early/conditional/vwap_only,unhedged_asset_seconds,7740,según diccionario,evidencia/revision/scenario_summary.csv,unhedged_asset_seconds,scenario=vwap_only;window=early;strategy=conditional,copia,run_47cc0b884944c31d9695906c
F00663,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_only,cagr,0.023343562828674225,según diccionario,evidencia/revision/scenario_summary.csv,cagr,scenario=vwap_only;window=early;strategy=permanent,copia,run_47cc0b884944c31d9695906c
F00664,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_only,capital_deployed_daily_avg_usdt,5989.860622174242263090894696,según diccionario,evidencia/revision/scenario_summary.csv,capital_deployed_daily_avg_usdt,scenario=vwap_only;window=early;strategy=permanent,copia,run_47cc0b884944c31d9695906c
F00665,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_only,capital_deployed_daily_max_usdt,10217.44769114694458692346680,según diccionario,evidencia/revision/scenario_summary.csv,capital_deployed_daily_max_usdt,scenario=vwap_only;window=early;strategy=permanent,copia,run_47cc0b884944c31d9695906c
F00666,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_only,capital_usdt,10000,según diccionario,evidencia/revision/scenario_summary.csv,capital_usdt,scenario=vwap_only;window=early;strategy=permanent,copia,run_47cc0b884944c31d9695906c
F00667,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_only,closes,11,según diccionario,evidencia/revision/scenario_summary.csv,closes,scenario=vwap_only;window=early;strategy=permanent,copia,run_47cc0b884944c31d9695906c
F00668,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_only,complete_cycles,6,según diccionario,evidencia/revision/scenario_summary.csv,complete_cycles,scenario=vwap_only;window=early;strategy=permanent,copia,run_47cc0b884944c31d9695906c
F00669,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_only,covered_asset_seconds,40874460.000000000,según diccionario,evidencia/revision/scenario_summary.csv,covered_asset_seconds,scenario=vwap_only;window=early;strategy=permanent,copia,run_47cc0b884944c31d9695906c
F00670,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_only,dust_asset_seconds,11926920.000000000,según diccionario,evidencia/revision/scenario_summary.csv,dust_asset_seconds,scenario=vwap_only;window=early;strategy=permanent,copia,run_47cc0b884944c31d9695906c
F00671,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_only,failed_attempts,240,según diccionario,evidencia/revision/scenario_summary.csv,failed_attempts,scenario=vwap_only;window=early;strategy=permanent,copia,run_47cc0b884944c31d9695906c
F00672,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_only,failed_cycles,3,según diccionario,evidencia/revision/scenario_summary.csv,failed_cycles,scenario=vwap_only;window=early;strategy=permanent,copia,run_47cc0b884944c31d9695906c
F00673,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_only,fees_usdt,-101.0125407576,según diccionario,evidencia/revision/scenario_summary.csv,fees_usdt,scenario=vwap_only;window=early;strategy=permanent,copia,run_47cc0b884944c31d9695906c
F00674,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_only,fills,92,según diccionario,evidencia/revision/scenario_summary.csv,fills,scenario=vwap_only;window=early;strategy=permanent,copia,run_47cc0b884944c31d9695906c
F00675,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_only,final_equity_usdt,10233.43562828674307058200000,según diccionario,evidencia/revision/scenario_summary.csv,final_equity_usdt,scenario=vwap_only;window=early;strategy=permanent,copia,run_47cc0b884944c31d9695906c
F00676,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_only,funding_usdt,229.6262884678430705820,según diccionario,evidencia/revision/scenario_summary.csv,funding_usdt,scenario=vwap_only;window=early;strategy=permanent,copia,run_47cc0b884944c31d9695906c
F00677,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_only,futures_pnl_usdt,-714.7014070221000000000000003,según diccionario,evidencia/revision/scenario_summary.csv,futures_pnl_usdt,scenario=vwap_only;window=early;strategy=permanent,copia,run_47cc0b884944c31d9695906c
F00678,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_only,liquidation_fees_usdt,0,según diccionario,evidencia/revision/scenario_summary.csv,liquidation_fees_usdt,scenario=vwap_only;window=early;strategy=permanent,copia,run_47cc0b884944c31d9695906c
F00679,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_only,max_drawdown,-0.002016884370168892,según diccionario,evidencia/revision/scenario_summary.csv,max_drawdown,scenario=vwap_only;window=early;strategy=permanent,copia,run_47cc0b884944c31d9695906c
F00680,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_only,native_fills,92,según diccionario,evidencia/revision/scenario_summary.csv,native_fills,scenario=vwap_only;window=early;strategy=permanent,copia,run_47cc0b884944c31d9695906c
F00681,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_only,net_return,0.023343562828674225,según diccionario,evidencia/revision/scenario_summary.csv,net_return,scenario=vwap_only;window=early;strategy=permanent,copia,run_47cc0b884944c31d9695906c
F00682,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_only,opening_attempts,10,según diccionario,evidencia/revision/scenario_summary.csv,opening_attempts,scenario=vwap_only;window=early;strategy=permanent,copia,run_47cc0b884944c31d9695906c
F00683,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_only,openings,7,según diccionario,evidencia/revision/scenario_summary.csv,openings,scenario=vwap_only;window=early;strategy=permanent,copia,run_47cc0b884944c31d9695906c
F00684,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_only,orders,332,según diccionario,evidencia/revision/scenario_summary.csv,orders,scenario=vwap_only;window=early;strategy=permanent,copia,run_47cc0b884944c31d9695906c
F00685,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_only,partial_fills,0,según diccionario,evidencia/revision/scenario_summary.csv,partial_fills,scenario=vwap_only;window=early;strategy=permanent,copia,run_47cc0b884944c31d9695906c
F00686,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_only,reconciliation_residual_usdt,7E-25,según diccionario,evidencia/revision/scenario_summary.csv,reconciliation_residual_usdt,scenario=vwap_only;window=early;strategy=permanent,copia,run_47cc0b884944c31d9695906c
F00687,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_only,sharpe,2.7496025286574253,según diccionario,evidencia/revision/scenario_summary.csv,sharpe,scenario=vwap_only;window=early;strategy=permanent,copia,run_47cc0b884944c31d9695906c
F00688,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_only,slippage_informational_usdt,13.68550127201127700488219359,según diccionario,evidencia/revision/scenario_summary.csv,slippage_informational_usdt,scenario=vwap_only;window=early;strategy=permanent,copia,run_47cc0b884944c31d9695906c
F00689,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_only,spot_pnl_usdt,819.5232875985999999999999996,según diccionario,evidencia/revision/scenario_summary.csv,spot_pnl_usdt,scenario=vwap_only;window=early;strategy=permanent,copia,run_47cc0b884944c31d9695906c
F00690,tablas/anexo_variantes_ejecucion.csv,early/permanent/vwap_only,unhedged_asset_seconds,17460,según diccionario,evidencia/revision/scenario_summary.csv,unhedged_asset_seconds,scenario=vwap_only;window=early;strategy=permanent,copia,run_47cc0b884944c31d9695906c
F00691,tablas/anexo_variantes_ejecucion.csv,late/conditional/alignment_only,cagr,0.0,según diccionario,evidencia/revision/scenario_summary.csv,cagr,scenario=alignment_only;window=late;strategy=conditional,copia,run_497651aa331a8648bf0ed438
F00692,tablas/anexo_variantes_ejecucion.csv,late/conditional/alignment_only,capital_deployed_daily_avg_usdt,0E-8,según diccionario,evidencia/revision/scenario_summary.csv,capital_deployed_daily_avg_usdt,scenario=alignment_only;window=late;strategy=conditional,copia,run_497651aa331a8648bf0ed438
F00693,tablas/anexo_variantes_ejecucion.csv,late/conditional/alignment_only,capital_deployed_daily_max_usdt,0E-8,según diccionario,evidencia/revision/scenario_summary.csv,capital_deployed_daily_max_usdt,scenario=alignment_only;window=late;strategy=conditional,copia,run_497651aa331a8648bf0ed438
F00694,tablas/anexo_variantes_ejecucion.csv,late/conditional/alignment_only,capital_usdt,10000,según diccionario,evidencia/revision/scenario_summary.csv,capital_usdt,scenario=alignment_only;window=late;strategy=conditional,copia,run_497651aa331a8648bf0ed438
F00695,tablas/anexo_variantes_ejecucion.csv,late/conditional/alignment_only,closes,0,según diccionario,evidencia/revision/scenario_summary.csv,closes,scenario=alignment_only;window=late;strategy=conditional,copia,run_497651aa331a8648bf0ed438
F00696,tablas/anexo_variantes_ejecucion.csv,late/conditional/alignment_only,complete_cycles,0,según diccionario,evidencia/revision/scenario_summary.csv,complete_cycles,scenario=alignment_only;window=late;strategy=conditional,copia,run_497651aa331a8648bf0ed438
F00697,tablas/anexo_variantes_ejecucion.csv,late/conditional/alignment_only,covered_asset_seconds,0,según diccionario,evidencia/revision/scenario_summary.csv,covered_asset_seconds,scenario=alignment_only;window=late;strategy=conditional,copia,run_497651aa331a8648bf0ed438
F00698,tablas/anexo_variantes_ejecucion.csv,late/conditional/alignment_only,dust_asset_seconds,0,según diccionario,evidencia/revision/scenario_summary.csv,dust_asset_seconds,scenario=alignment_only;window=late;strategy=conditional,copia,run_497651aa331a8648bf0ed438
F00699,tablas/anexo_variantes_ejecucion.csv,late/conditional/alignment_only,failed_attempts,0,según diccionario,evidencia/revision/scenario_summary.csv,failed_attempts,scenario=alignment_only;window=late;strategy=conditional,copia,run_497651aa331a8648bf0ed438
F00700,tablas/anexo_variantes_ejecucion.csv,late/conditional/alignment_only,failed_cycles,0,según diccionario,evidencia/revision/scenario_summary.csv,failed_cycles,scenario=alignment_only;window=late;strategy=conditional,copia,run_497651aa331a8648bf0ed438
F00701,tablas/anexo_variantes_ejecucion.csv,late/conditional/alignment_only,fees_usdt,0,según diccionario,evidencia/revision/scenario_summary.csv,fees_usdt,scenario=alignment_only;window=late;strategy=conditional,copia,run_497651aa331a8648bf0ed438
F00702,tablas/anexo_variantes_ejecucion.csv,late/conditional/alignment_only,fills,0,según diccionario,evidencia/revision/scenario_summary.csv,fills,scenario=alignment_only;window=late;strategy=conditional,copia,run_497651aa331a8648bf0ed438
F00703,tablas/anexo_variantes_ejecucion.csv,late/conditional/alignment_only,final_equity_usdt,10000,según diccionario,evidencia/revision/scenario_summary.csv,final_equity_usdt,scenario=alignment_only;window=late;strategy=conditional,copia,run_497651aa331a8648bf0ed438
F00704,tablas/anexo_variantes_ejecucion.csv,late/conditional/alignment_only,funding_usdt,0,según diccionario,evidencia/revision/scenario_summary.csv,funding_usdt,scenario=alignment_only;window=late;strategy=conditional,copia,run_497651aa331a8648bf0ed438
F00705,tablas/anexo_variantes_ejecucion.csv,late/conditional/alignment_only,futures_pnl_usdt,0,según diccionario,evidencia/revision/scenario_summary.csv,futures_pnl_usdt,scenario=alignment_only;window=late;strategy=conditional,copia,run_497651aa331a8648bf0ed438
