time_ns,date,symbol,spot_pnl_usdt,futures_pnl_usdt,funding_usdt,fees_usdt,liquidation_fees_usdt,slippage_informational_usdt,net_pnl_usdt,strategy,source_run_id
1643414399999999999,2022-01-28,ETHUSDT,0,0E-8,0,0,0,0,0E-8,conditional,run_ad71d751b20623006c195ff3
1643500799999999999,2022-01-29,BTCUSDT,0,0E-8,0,0,0,0,0E-8,conditional,run_ad71d751b20623006c195ff3
1643500799999999999,2022-01-29,ETHUSDT,0,0E-8,0,0,0,0,0E-8,conditional,run_ad71d751b20623006c195ff3
1643587199999999999,2022-01-30,BTCUSDT,0,0E-8,0,0,0,0,0E-8,conditional,run_ad71d751b20623006c195ff3
1643587199999999999,2022-01-30,ETHUSDT,0,0E-8,0,0,0,0,0E-8,conditional,run_ad71d751b20623006c195ff3
1643673599999999999,2022-01-31,BTCUSDT,0,0E-8,0,0,0,0,0E-8,conditional,run_ad71d751b20623006c195ff3
1643673599999999999,2022-01-31,ETHUSDT,0,0E-8,0,0,0,0,0E-8,conditional,run_ad71d751b20623006c195ff3
1643759999999999999,2022-02-01,BTCUSDT,0,0E-8,0,0,0,0,0E-8,conditional,run_ad71d751b20623006c195ff3
1643759999999999999,2022-02-01,ETHUSDT,0,0E-8,0,0,0,0,0E-8,conditional,run_ad71d751b20623006c195ff3
1643846399999999999,2022-02-02,BTCUSDT,0,0E-8,0,0,0,0,0E-8,conditional,run_ad71d751b20623006c195ff3
1643846399999999999,2022-02-02,ETHUSDT,0,0E-8,0,0,0,0,0E-8,conditional,run_ad71d751b20623006c195ff3
1643932799999999999,2022-02-03,BTCUSDT,0,0E-8,0,0,0,0,0E-8,conditional,run_ad71d751b20623006c195ff3
1643932799999999999,2022-02-03,ETHUSDT,0,0E-8,0,0,0,0,0E-8,conditional,run_ad71d751b20623006c195ff3
1644019199999999999,2022-02-04,BTCUSDT,0,0E-8,0,0,0,0,0E-8,conditional,run_ad71d751b20623006c195ff3
1644019199999999999,2022-02-04,ETHUSDT,0,0E-8,0,0,0,0,0E-8,conditional,run_ad71d751b20623006c195ff3
1644105599999999999,2022-02-05,BTCUSDT,0,0E-8,0,0,0,0,0E-8,conditional,run_ad71d751b20623006c195ff3
1644105599999999999,2022-02-05,ETHUSDT,0,0E-8,0,0,0,0,0E-8,conditional,run_ad71d751b20623006c195ff3
1644191999999999999,2022-02-06,BTCUSDT,0,0E-8,0,0,0,0,0E-8,conditional,run_ad71d751b20623006c195ff3
1644191999999999999,2022-02-06,ETHUSDT,0,0E-8,0,0,0,0,0E-8,conditional,run_ad71d751b20623006c195ff3
1644278399999999999,2022-02-07,BTCUSDT,0,0E-8,0,0,0,0,0E-8,conditional,run_ad71d751b20623006c195ff3
1644278399999999999,2022-02-07,ETHUSDT,0,0E-8,0,0,0,0,0E-8,conditional,run_ad71d751b20623006c195ff3
1644364799999999999,2022-02-08,BTCUSDT,0,0E-8,0,0,0,0,0E-8,conditional,run_ad71d751b20623006c195ff3
1644364799999999999,2022-02-08,ETHUSDT,0,0E-8,0,0,0,0,0E-8,conditional,run_ad71d751b20623006c195ff3
1644451199999999999,2022-02-09,BTCUSDT,0,0E-8,0,0,0,0,0E-8,conditional,run_ad71d751b20623006c195ff3
1644451199999999999,2022-02-09,ETHUSDT,0,0E-8,0,0,0,0,0E-8,conditional,run_ad71d751b20623006c195ff3
1644537599999999999,2022-02-10,BTCUSDT,0,0E-8,0,0,0,0,0E-8,conditional,run_ad71d751b20623006c195ff3
1644537599999999999,2022-02-10,ETHUSDT,0,0E-8,0,0,0,0,0E-8,conditional,run_ad71d751b20623006c195ff3
1644623999999999999,2022-02-11,BTCUSDT,0,0E-8,0,0,0,0,0E-8,conditional,run_ad71d751b20623006c195ff3
1644623999999999999,2022-02-11,ETHUSDT,0,0E-8,0,0,0,0,0E-8,conditional,run_ad71d751b20623006c195ff3
1644710399999999999,2022-02-12,BTCUSDT,0,0E-8,0,0,0,0,0E-8,conditional,run_ad71d751b20623006c195ff3
1644710399999999999,2022-02-12,ETHUSDT,0,0E-8,0,0,0,0,0E-8,conditional,run_ad71d751b20623006c195ff3
