symbol,strategy,funding_filter_enabled,time_ns,timestamp_utc,state,snapshot_kind,spot,short,average,collateral,spot_cost,realized_spot,realized_futures,funding,fees,liquidation_fees,slippage,spot_price,mark_price,dust_spot,tradable_spot,mark_available_at_utc,mark_close_time_ns_utc,spot_price_time_ns_utc,mark_age_seconds,mark_available_at,mark_close_time_ns,spot_price_age_seconds,spot_price_time_ns,source_run_id
ETHUSDT,permanent,False,1674691199999999999,2023-01-25T23:59:59.999999999Z,HOLDING,event,1.8020171,1.802,1548.11,1394.847110000000000000000000,2792.819754162346219478690256,-1670.816727846653780521309744,1701.725769999999999999999998,25.8923803863126384412,31.503464852,0,4.312755910121829452642978077,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1674777599999999999,2023-01-26T23:59:59.999999999Z,HOLDING,event,0.13400473,0.134,26404.22975090218423551756883,1768.440527389172603225804976,3538.695770081114678699000682,-1366.018472596785321300999318,1371.909913379107312440645773,135.5042028121330771484,18.3094254021,0,2.461817826863914533985473790,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1674777599999999999,2023-01-26T23:59:59.999999999Z,HOLDING,event,1.8020171,1.802,1548.11,1394.847110000000000000000000,2792.819754162346219478690256,-1670.816727846653780521309744,1701.725769999999999999999998,26.7583473368379864412,31.503464852,0,4.312755910121829452642978077,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1674863999999999999,2023-01-27T23:59:59.999999999Z,HOLDING,event,0.13400473,0.134,26404.22975090218423551756883,1768.440527389172603225804976,3538.695770081114678699000682,-1366.018472596785321300999318,1371.909913379107312440645773,136.4149679547721531484,18.3094254021,0,2.461817826863914533985473790,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1674863999999999999,2023-01-27T23:59:59.999999999Z,HOLDING,event,1.8020171,1.802,1548.11,1394.847110000000000000000000,2792.819754162346219478690256,-1670.816727846653780521309744,1701.725769999999999999999998,27.6165136920282604412,31.503464852,0,4.312755910121829452642978077,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1674950399999999999,2023-01-28T23:59:59.999999999Z,HOLDING,event,0.13400473,0.134,26404.22975090218423551756883,1768.440527389172603225804976,3538.695770081114678699000682,-1366.018472596785321300999318,1371.909913379107312440645773,137.3403438147721531484,18.3094254021,0,2.461817826863914533985473790,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1674950399999999999,2023-01-28T23:59:59.999999999Z,HOLDING,event,1.8020171,1.802,1548.11,1394.847110000000000000000000,2792.819754162346219478690256,-1670.816727846653780521309744,1701.725769999999999999999998,28.4755578580968404412,31.503464852,0,4.312755910121829452642978077,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1675036799999999999,2023-01-29T23:59:59.999999999Z,HOLDING,event,0.13400473,0.134,26404.22975090218423551756883,1768.440527389172603225804976,3538.695770081114678699000682,-1366.018472596785321300999318,1371.909913379107312440645773,138.2749069324331771484,18.3094254021,0,2.461817826863914533985473790,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1675036799999999999,2023-01-29T23:59:59.999999999Z,HOLDING,event,1.8020171,1.802,1548.11,1394.847110000000000000000000,2792.819754162346219478690256,-1670.816727846653780521309744,1701.725769999999999999999998,29.3359977062663584412,31.503464852,0,4.312755910121829452642978077,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1675094580000000000,2023-01-30T16:03:00.000000000Z,REBALANCING,event,1.8020171,1.802,1548.11,1394.847110000000000000000000,2792.819754162346219478690256,-1670.816727846653780521309744,1701.725769999999999999999998,30.2115339027200104412,31.503464852,0,4.312755910121829452642978077,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1675094640000000000,2023-01-30T16:04:00.000000000Z,REBALANCING,event,1.9220969,1.802,1548.11,1394.847110000000000000000000,2983.082594868346219478690256,-1670.816727846653780521309744,1701.725769999999999999999998,30.2115339027200104412,31.693918146,0,4.332460803015165706665947188,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1675094700000000000,2023-01-30T16:05:00.000000000Z,HOLDING,event,1.9220969,1.922,1550.279614984391259105098855,1489.827110000000000000000000,2983.082594868346219478690256,-1670.816727846653780521309744,1701.725769999999999999999998,30.2115339027200104412,31.788889746,0,4.352067081110666972351317108,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1675094700000000000,2023-01-30T16:05:00.000000000Z,HOLDING,event,1.9220969,1.922,1550.279614984391259105098855,1489.827110000000000000000000,2983.082594868346219478690256,-1670.816727846653780521309744,1701.725769999999999999999998,30.2115339027200104412,31.788889746,0,4.352067081110666972351317108,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1675123199999999999,2023-01-30T23:59:59.999999999Z,HOLDING,event,0.13400473,0.134,26404.22975090218423551756883,1768.440527389172603225804976,3538.695770081114678699000682,-1366.018472596785321300999318,1371.909913379107312440645773,139.2205044220989591484,18.3094254021,0,2.461817826863914533985473790,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1675123199999999999,2023-01-30T23:59:59.999999999Z,HOLDING,event,1.9220969,1.922,1550.279614984391259105098855,1489.827110000000000000000000,2983.082594868346219478690256,-1670.816727846653780521309744,1701.725769999999999999999998,30.2115339027200104412,31.788889746,0,4.352067081110666972351317108,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1675209599999999999,2023-01-31T23:59:59.999999999Z,HOLDING,event,0.13400473,0.134,26404.22975090218423551756883,1768.440527389172603225804976,3538.695770081114678699000682,-1366.018472596785321300999318,1371.909913379107312440645773,140.1438167428833691484,18.3094254021,0,2.461817826863914533985473790,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1675209599999999999,2023-01-31T23:59:59.999999999Z,HOLDING,event,1.9220969,1.922,1550.279614984391259105098855,1489.827110000000000000000000,2983.082594868346219478690256,-1670.816727846653780521309744,1701.725769999999999999999998,31.1214875525278384412,31.788889746,0,4.352067081110666972351317108,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1675295999999999999,2023-02-01T23:59:59.999999999Z,HOLDING,event,0.13400473,0.134,26404.22975090218423551756883,1768.440527389172603225804976,3538.695770081114678699000682,-1366.018472596785321300999318,1371.909913379107312440645773,141.0707348155483951484,18.3094254021,0,2.461817826863914533985473790,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1675295999999999999,2023-02-01T23:59:59.999999999Z,HOLDING,event,1.9220969,1.922,1550.279614984391259105098855,1489.827110000000000000000000,2983.082594868346219478690256,-1670.816727846653780521309744,1701.725769999999999999999998,32.0316390604807144412,31.788889746,0,4.352067081110666972351317108,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1675382399999999999,2023-02-02T23:59:59.999999999Z,HOLDING,event,0.13400473,0.134,26404.22975090218423551756883,1768.440527389172603225804976,3538.695770081114678699000682,-1366.018472596785321300999318,1371.909913379107312440645773,142.0269748717562931484,18.3094254021,0,2.461817826863914533985473790,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1675382399999999999,2023-02-02T23:59:59.999999999Z,HOLDING,event,1.9220969,1.922,1550.279614984391259105098855,1489.827110000000000000000000,2983.082594868346219478690256,-1670.816727846653780521309744,1701.725769999999999999999998,32.9898822118598204412,31.788889746,0,4.352067081110666972351317108,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1675468799999999999,2023-02-03T23:59:59.999999999Z,HOLDING,event,0.13400473,0.134,26404.22975090218423551756883,1768.440527389172603225804976,3538.695770081114678699000682,-1366.018472596785321300999318,1371.909913379107312440645773,142.9722714912660271484,18.3094254021,0,2.461817826863914533985473790,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1675468799999999999,2023-02-03T23:59:59.999999999Z,HOLDING,event,1.9220969,1.922,1550.279614984391259105098855,1489.827110000000000000000000,2983.082594868346219478690256,-1670.816727846653780521309744,1701.725769999999999999999998,33.9403213247895604412,31.788889746,0,4.352067081110666972351317108,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1675555199999999999,2023-02-04T23:59:59.999999999Z,HOLDING,event,0.13400473,0.134,26404.22975090218423551756883,1768.440527389172603225804976,3538.695770081114678699000682,-1366.018472596785321300999318,1371.909913379107312440645773,143.9126138112660271484,18.3094254021,0,2.461817826863914533985473790,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1675555199999999999,2023-02-04T23:59:59.999999999Z,HOLDING,event,1.9220969,1.922,1550.279614984391259105098855,1489.827110000000000000000000,2983.082594868346219478690256,-1670.816727846653780521309744,1701.725769999999999999999998,34.9017421931712084412,31.788889746,0,4.352067081110666972351317108,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1675641599999999999,2023-02-05T23:59:59.999999999Z,HOLDING,event,0.13400473,0.134,26404.22975090218423551756883,1768.440527389172603225804976,3538.695770081114678699000682,-1366.018472596785321300999318,1371.909913379107312440645773,144.8478451896467151484,18.3094254021,0,2.461817826863914533985473790,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1675641599999999999,2023-02-05T23:59:59.999999999Z,HOLDING,event,1.9220969,1.922,1550.279614984391259105098855,1489.827110000000000000000000,2983.082594868346219478690256,-1670.816727846653780521309744,1701.725769999999999999999998,35.8587345198354024412,31.788889746,0,4.352067081110666972351317108,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1675727999999999999,2023-02-06T23:59:59.999999999Z,HOLDING,event,0.13400473,0.134,26404.22975090218423551756883,1768.440527389172603225804976,3538.695770081114678699000682,-1366.018472596785321300999318,1371.909913379107312440645773,145.7703513953690951484,18.3094254021,0,2.461817826863914533985473790,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1675727999999999999,2023-02-06T23:59:59.999999999Z,HOLDING,event,1.9220969,1.922,1550.279614984391259105098855,1489.827110000000000000000000,2983.082594868346219478690256,-1670.816727846653780521309744,1701.725769999999999999999998,36.8028747358354024412,31.788889746,0,4.352067081110666972351317108,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1675814399999999999,2023-02-07T23:59:59.999999999Z,HOLDING,event,0.13400473,0.134,26404.22975090218423551756883,1768.440527389172603225804976,3538.695770081114678699000682,-1366.018472596785321300999318,1371.909913379107312440645773,146.6890981548662451484,18.3094254021,0,2.461817826863914533985473790,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1675814399999999999,2023-02-07T23:59:59.999999999Z,HOLDING,event,1.9220969,1.922,1550.279614984391259105098855,1489.827110000000000000000000,2983.082594868346219478690256,-1670.816727846653780521309744,1701.725769999999999999999998,37.7400576099529784412,31.788889746,0,4.352067081110666972351317108,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1675900799999999999,2023-02-08T23:59:59.999999999Z,HOLDING,event,0.13400473,0.134,26404.22975090218423551756883,1768.440527389172603225804976,3538.695770081114678699000682,-1366.018472596785321300999318,1371.909913379107312440645773,147.6180722688837931484,18.3094254021,0,2.461817826863914533985473790,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1675900799999999999,2023-02-08T23:59:59.999999999Z,HOLDING,event,1.9220969,1.922,1550.279614984391259105098855,1489.827110000000000000000000,2983.082594868346219478690256,-1670.816727846653780521309744,1701.725769999999999999999998,38.7014212246723344412,31.788889746,0,4.352067081110666972351317108,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1675987199999999999,2023-02-09T23:59:59.999999999Z,HOLDING,event,0.13400473,0.134,26404.22975090218423551756883,1768.440527389172603225804976,3538.695770081114678699000682,-1366.018472596785321300999318,1371.909913379107312440645773,148.5323355088837931484,18.3094254021,0,2.461817826863914533985473790,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1675987199999999999,2023-02-09T23:59:59.999999999Z,HOLDING,event,1.9220969,1.922,1550.279614984391259105098855,1489.827110000000000000000000,2983.082594868346219478690256,-1670.816727846653780521309744,1701.725769999999999999999998,39.6455657475322184412,31.788889746,0,4.352067081110666972351317108,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1676073599999999999,2023-02-10T23:59:59.999999999Z,HOLDING,event,0.13400473,0.134,26404.22975090218423551756883,1768.440527389172603225804976,3538.695770081114678699000682,-1366.018472596785321300999318,1371.909913379107312440645773,149.4079156288837931484,18.3094254021,0,2.461817826863914533985473790,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1676073599999999999,2023-02-10T23:59:59.999999999Z,HOLDING,event,1.9220969,1.922,1550.279614984391259105098855,1489.827110000000000000000000,2983.082594868346219478690256,-1670.816727846653780521309744,1701.725769999999999999999998,40.4384037375029642708,31.788889746,0,4.352067081110666972351317108,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1676159999999999999,2023-02-11T23:59:59.999999999Z,HOLDING,event,0.13400473,0.134,26404.22975090218423551756883,1768.440527389172603225804976,3538.695770081114678699000682,-1366.018472596785321300999318,1371.909913379107312440645773,149.9449999864773817324,18.3094254021,0,2.461817826863914533985473790,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1676159999999999999,2023-02-11T23:59:59.999999999Z,HOLDING,event,1.9220969,1.922,1550.279614984391259105098855,1489.827110000000000000000000,2983.082594868346219478690256,-1670.816727846653780521309744,1701.725769999999999999999998,40.6513871515613063900,31.788889746,0,4.352067081110666972351317108,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1676246399999999999,2023-02-12T23:59:59.999999999Z,HOLDING,event,0.13400473,0.134,26404.22975090218423551756883,1768.440527389172603225804976,3538.695770081114678699000682,-1366.018472596785321300999318,1371.909913379107312440645773,150.4601623578567021984,18.3094254021,0,2.461817826863914533985473790,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1676246399999999999,2023-02-12T23:59:59.999999999Z,HOLDING,event,1.9220969,1.922,1550.279614984391259105098855,1489.827110000000000000000000,2983.082594868346219478690256,-1670.816727846653780521309744,1701.725769999999999999999998,41.1434934426295416760,31.788889746,0,4.352067081110666972351317108,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1676304180000000000,2023-02-13T16:03:00.000000000Z,REBALANCING,event,1.9220969,1.922,1550.279614984391259105098855,1489.827110000000000000000000,2983.082594868346219478690256,-1670.816727846653780521309744,1701.725769999999999999999998,41.6767134826031509412,31.788889746,0,4.352067081110666972351317108,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1676304240000000000,2023-02-13T16:04:00.000000000Z,REBALANCING,event,2.0640548,1.922,1550.279614984391259105098855,1489.827110000000000000000000,3193.139119077346219478690256,-1670.816727846653780521309744,1701.725769999999999999999998,41.6767134826031509412,31.999156537,0,4.373659323644683296595590696,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1676304300000000000,2023-02-13T16:05:00.000000000Z,HOLDING,event,2.0640548,2.064,1545.480949612403100775193798,1595.221640000000000000000000,3193.139119077346219478690256,-1670.816727846653780521309744,1701.725769999999999999999998,41.6767134826031509412,32.104274167,0,4.394887891847290252440931926,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1676304300000000000,2023-02-13T16:05:00.000000000Z,HOLDING,event,2.0640548,2.064,1545.480949612403100775193798,1595.221640000000000000000000,3193.139119077346219478690256,-1670.816727846653780521309744,1701.725769999999999999999998,41.6767134826031509412,32.104274167,0,4.394887891847290252440931926,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1676332799999999999,2023-02-13T23:59:59.999999999Z,HOLDING,event,0.13400473,0.134,26404.22975090218423551756883,1768.440527389172603225804976,3538.695770081114678699000682,-1366.018472596785321300999318,1371.909913379107312440645773,150.9946833823524256588,18.3094254021,0,2.461817826863914533985473790,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1676332799999999999,2023-02-13T23:59:59.999999999Z,HOLDING,event,2.0640548,2.064,1545.480949612403100775193798,1595.221640000000000000000000,3193.139119077346219478690256,-1670.816727846653780521309744,1701.725769999999999999999998,41.6767134826031509412,32.104274167,0,4.394887891847290252440931926,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1676419199999999999,2023-02-14T23:59:59.999999999Z,HOLDING,event,0.13400473,0.134,26404.22975090218423551756883,1768.440527389172603225804976,3538.695770081114678699000682,-1366.018472596785321300999318,1371.909913379107312440645773,151.8403210150897906114,18.3094254021,0,2.461817826863914533985473790,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1676419199999999999,2023-02-14T23:59:59.999999999Z,HOLDING,event,2.0640548,2.064,1545.480949612403100775193798,1595.221640000000000000000000,3193.139119077346219478690256,-1670.816727846653780521309744,1701.725769999999999999999998,41.9687913234240003620,32.104274167,0,4.394887891847290252440931926,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1676505599999999999,2023-02-15T23:59:59.999999999Z,HOLDING,event,0.13400473,0.134,26404.22975090218423551756883,1768.440527389172603225804976,3538.695770081114678699000682,-1366.018472596785321300999318,1371.909913379107312440645773,152.2660178970872729756,18.3094254021,0,2.461817826863914533985473790,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1676505599999999999,2023-02-15T23:59:59.999999999Z,HOLDING,event,2.0640548,2.064,1545.480949612403100775193798,1595.221640000000000000000000,3193.139119077346219478690256,-1670.816727846653780521309744,1701.725769999999999999999998,42.3381052502029747700,32.104274167,0,4.394887891847290252440931926,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1676591999999999999,2023-02-16T23:59:59.999999999Z,HOLDING,event,0.13400473,0.134,26404.22975090218423551756883,1768.440527389172603225804976,3538.695770081114678699000682,-1366.018472596785321300999318,1371.909913379107312440645773,153.7012015089326457440,18.3094254021,0,2.461817826863914533985473790,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1676591999999999999,2023-02-16T23:59:59.999999999Z,HOLDING,event,2.0640548,2.064,1545.480949612403100775193798,1595.221640000000000000000000,3193.139119077346219478690256,-1670.816727846653780521309744,1701.725769999999999999999998,43.5333009692980147700,32.104274167,0,4.394887891847290252440931926,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1676678399999999999,2023-02-17T23:59:59.999999999Z,HOLDING,event,0.13400473,0.134,26404.22975090218423551756883,1768.440527389172603225804976,3538.695770081114678699000682,-1366.018472596785321300999318,1371.909913379107312440645773,154.6565826489326457440,18.3094254021,0,2.461817826863914533985473790,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1676678399999999999,2023-02-17T23:59:59.999999999Z,HOLDING,event,2.0640548,2.064,1545.480949612403100775193798,1595.221640000000000000000000,3193.139119077346219478690256,-1670.816727846653780521309744,1701.725769999999999999999998,44.5582889576481907700,32.104274167,0,4.394887891847290252440931926,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1676764799999999999,2023-02-18T23:59:59.999999999Z,HOLDING,event,0.13400473,0.134,26404.22975090218423551756883,1768.440527389172603225804976,3538.695770081114678699000682,-1366.018472596785321300999318,1371.909913379107312440645773,155.6454037735889797440,18.3094254021,0,2.461817826863914533985473790,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1676764799999999999,2023-02-18T23:59:59.999999999Z,HOLDING,event,2.0640548,2.064,1545.480949612403100775193798,1595.221640000000000000000000,3193.139119077346219478690256,-1670.816727846653780521309744,1701.725769999999999999999998,45.6070380020646547700,32.104274167,0,4.394887891847290252440931926,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1676851199999999999,2023-02-19T23:59:59.999999999Z,HOLDING,event,0.13400473,0.134,26404.22975090218423551756883,1768.440527389172603225804976,3538.695770081114678699000682,-1366.018472596785321300999318,1371.909913379107312440645773,156.6389359853587257440,18.3094254021,0,2.461817826863914533985473790,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1676851199999999999,2023-02-19T23:59:59.999999999Z,HOLDING,event,2.0640548,2.064,1545.480949612403100775193798,1595.221640000000000000000000,3193.139119077346219478690256,-1670.816727846653780521309744,1701.725769999999999999999998,46.6589098746400147700,32.104274167,0,4.394887891847290252440931926,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1676908980000000000,2023-02-20T16:03:00.000000000Z,REBALANCING,event,2.0640548,2.064,1545.480949612403100775193798,1595.221640000000000000000000,3193.139119077346219478690256,-1670.816727846653780521309744,1701.725769999999999999999998,47.7081655692499987700,32.104274167,0,4.394887891847290252440931926,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1676909040000000000,2023-02-20T16:04:00.000000000Z,REBALANCING,event,2.0640548,1.791,1545.480949612403100775193798,1384.225754476744186046511628,3193.139119077346219478690256,-1670.816727846653780521309744,1658.103359244186046511627905,47.7081655692499987700,32.337043522,0,4.443694278456570698764417416,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1676909100000000000,2023-02-20T16:05:00.000000000Z,HOLDING,event,1.7910548,1.791,1545.480949612403100775193798,1384.225754476744186046511628,2770.801989506893187942084522,-1628.016457417106812057915478,1658.103359244186046511627905,47.7081655692499987700,32.802180922,0,4.492483459842504905382969840,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1676909100000000000,2023-02-20T16:05:00.000000000Z,HOLDING,event,1.7910548,1.791,1545.480949612403100775193798,1384.225754476744186046511628,2770.801989506893187942084522,-1628.016457417106812057915478,1658.103359244186046511627905,47.7081655692499987700,32.802180922,0,4.492483459842504905382969840,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1676937599999999999,2023-02-20T23:59:59.999999999Z,HOLDING,event,0.13400473,0.134,26404.22975090218423551756883,1768.440527389172603225804976,3538.695770081114678699000682,-1366.018472596785321300999318,1371.909913379107312440645773,157.6267834605211937440,18.3094254021,0,2.461817826863914533985473790,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1676937599999999999,2023-02-20T23:59:59.999999999Z,HOLDING,event,1.7910548,1.791,1545.480949612403100775193798,1384.225754476744186046511628,2770.801989506893187942084522,-1628.016457417106812057915478,1658.103359244186046511627905,47.7081655692499987700,32.802180922,0,4.492483459842504905382969840,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1677023999999999999,2023-02-21T23:59:59.999999999Z,HOLDING,event,0.13400473,0.134,26404.22975090218423551756883,1768.440527389172603225804976,3538.695770081114678699000682,-1366.018472596785321300999318,1371.909913379107312440645773,158.6238410934222197440,18.3094254021,0,2.461817826863914533985473790,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1677023999999999999,2023-02-21T23:59:59.999999999Z,HOLDING,event,1.7910548,1.791,1545.480949612403100775193798,1384.225754476744186046511628,2770.801989506893187942084522,-1628.016457417106812057915478,1658.103359244186046511627905,48.6179223534125287700,32.802180922,0,4.492483459842504905382969840,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1677024180000000000,2023-02-22T00:03:00.000000000Z,REBALANCING,event,0.13400473,0.134,26404.22975090218423551756883,1768.440527389172603225804976,3538.695770081114678699000682,-1366.018472596785321300999318,1371.909913379107312440645773,158.9513893534222197440,18.3094254021,0,2.461817826863914533985473790,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1677024240000000000,2023-02-22T00:04:00.000000000Z,REBALANCING,event,0.13400473,0.125,26404.22975090218423551756883,1649.664671071989368680788224,3538.695770081114678699000682,-1366.018472596785321300999318,1389.668081137226970560303892,158.9513893534222197440,18.4193653521,0,2.484064106530367388379315960,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1677024300000000000,2023-02-22T00:05:00.000000000Z,HOLDING,event,0.12500473,0.125,26404.22975090218423551756883,1649.664671071989368680788224,3301.030562810221837018777856,-1383.845809867678162981222144,1389.668081137226970560303892,158.9513893534222197440,18.6392032221,0,2.506138409493488055172115650,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1677024300000000000,2023-02-22T00:05:00.000000000Z,HOLDING,event,0.12500473,0.125,26404.22975090218423551756883,1649.664671071989368680788224,3301.030562810221837018777856,-1383.845809867678162981222144,1389.668081137226970560303892,158.9513893534222197440,18.6392032221,0,2.506138409493488055172115650,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1677110399999999999,2023-02-22T23:59:59.999999999Z,HOLDING,event,0.12500473,0.125,26404.22975090218423551756883,1649.664671071989368680788224,3301.030562810221837018777856,-1383.845809867678162981222144,1389.668081137226970560303892,159.5485206034222197440,18.6392032221,0,2.506138409493488055172115650,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1677110399999999999,2023-02-22T23:59:59.999999999Z,HOLDING,event,1.7910548,1.791,1545.480949612403100775193798,1384.225754476744186046511628,2770.801989506893187942084522,-1628.016457417106812057915478,1658.103359244186046511627905,49.4983872692864917700,32.802180922,0,4.492483459842504905382969840,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1677196799999999999,2023-02-23T23:59:59.999999999Z,HOLDING,event,0.12500473,0.125,26404.22975090218423551756883,1649.664671071989368680788224,3301.030562810221837018777856,-1383.845809867678162981222144,1389.668081137226970560303892,160.0661486998032197440,18.6392032221,0,2.506138409493488055172115650,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1677196799999999999,2023-02-23T23:59:59.999999999Z,HOLDING,event,1.7910548,1.791,1545.480949612403100775193798,1384.225754476744186046511628,2770.801989506893187942084522,-1628.016457417106812057915478,1658.103359244186046511627905,50.1293367807232280108,32.802180922,0,4.492483459842504905382969840,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1677283199999999999,2023-02-24T23:59:59.999999999Z,HOLDING,event,0.12500473,0.125,26404.22975090218423551756883,1649.664671071989368680788224,3301.030562810221837018777856,-1383.845809867678162981222144,1389.668081137226970560303892,160.5211001865834757440,18.6392032221,0,2.506138409493488055172115650,,,,,,,,,,,,,run_dfea4b7ac1475668d5968c97
