available_at,economic_window,funding_rate,funding_time,interval_hours,interval_verified,settlement_mark_available_at,settlement_mark_close_time,settlement_mark_method,settlement_mark_price,settlement_mark_proxy_base,settlement_mark_source_file,settlement_mark_stress_bps,source_file,symbol
1640390460000000000,False,0.00010000,1640390400000000000,7.999996944444444444444444444,True,,,not_required_before_start,,,,0,funding-1638403200000-1788220799999.json,BTCUSDT
1640390460000000000,False,0.00010000,1640390400000000000,7.999996944444444444444444444,True,,,not_required_before_start,,,,0,funding-1638403200000-1788220799999.json,ETHUSDT
1640419260001000000,False,0.00010000,1640419200001000000,8.000000277777777777777777778,True,,,not_required_before_start,,,,0,funding-1638403200000-1788220799999.json,BTCUSDT
1640419260001000000,False,0.00010000,1640419200001000000,8.000000277777777777777777778,True,,,not_required_before_start,,,,0,funding-1638403200000-1788220799999.json,ETHUSDT
1640448060005000000,False,0.00010000,1640448000005000000,8.000001111111111111111111111,True,,,not_required_before_start,,,,0,funding-1638403200000-1788220799999.json,BTCUSDT
1640448060005000000,False,0.00010000,1640448000005000000,8.000001111111111111111111111,True,,,not_required_before_start,,,,0,funding-1638403200000-1788220799999.json,ETHUSDT
1640476860004000000,False,0.00010000,1640476800004000000,7.999999722222222222222222222,True,,,not_required_before_start,,,,0,funding-1638403200000-1788220799999.json,BTCUSDT
1640476860004000000,False,0.00010000,1640476800004000000,7.999999722222222222222222222,True,,,not_required_before_start,,,,0,funding-1638403200000-1788220799999.json,ETHUSDT
1640505660002000000,False,0.00010000,1640505600002000000,7.999999444444444444444444444,True,,,not_required_before_start,,,,0,funding-1638403200000-1788220799999.json,BTCUSDT
1640505660002000000,False,0.00010000,1640505600002000000,7.999999444444444444444444444,True,,,not_required_before_start,,,,0,funding-1638403200000-1788220799999.json,ETHUSDT
1640534460000000000,False,0.00010000,1640534400000000000,7.999999444444444444444444444,True,,,not_required_before_start,,,,0,funding-1638403200000-1788220799999.json,BTCUSDT
1640534460000000000,False,0.00010000,1640534400000000000,7.999999444444444444444444444,True,,,not_required_before_start,,,,0,funding-1638403200000-1788220799999.json,ETHUSDT
1640563260002000000,False,0.00010000,1640563200002000000,8.000000555555555555555555556,True,,,not_required_before_start,,,,0,funding-1638403200000-1788220799999.json,BTCUSDT
1640563260002000000,False,0.00010000,1640563200002000000,8.000000555555555555555555556,True,,,not_required_before_start,,,,0,funding-1638403200000-1788220799999.json,ETHUSDT
