symbol,strategy,funding_filter_enabled,time_ns,timestamp_utc,kind,cause,previous,state,order_id,cycle_id,next_expiry_utc,liquidation,next_expiry,purpose,source_run_id
ETHUSDT,conditional,True,1679664780000000000,2023-03-24T13:33:00.000000000Z,attempt_failed,timeout,,,conditional-00000110,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679664840000000000,2023-03-24T13:34:00.000000000Z,attempt_failed,timeout,,,conditional-00000111,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679664900000000000,2023-03-24T13:35:00.000000000Z,attempt_failed,timeout,,,conditional-00000112,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679664960000000000,2023-03-24T13:36:00.000000000Z,attempt_failed,timeout,,,conditional-00000113,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679665020000000000,2023-03-24T13:37:00.000000000Z,attempt_failed,timeout,,,conditional-00000114,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679665080000000000,2023-03-24T13:38:00.000000000Z,attempt_failed,timeout,,,conditional-00000115,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679665140000000000,2023-03-24T13:39:00.000000000Z,attempt_failed,timeout,,,conditional-00000116,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679665200000000000,2023-03-24T13:40:00.000000000Z,attempt_failed,timeout,,,conditional-00000117,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679665260000000000,2023-03-24T13:41:00.000000000Z,attempt_failed,timeout,,,conditional-00000118,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679665320000000000,2023-03-24T13:42:00.000000000Z,attempt_failed,timeout,,,conditional-00000119,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679665380000000000,2023-03-24T13:43:00.000000000Z,attempt_failed,timeout,,,conditional-00000120,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679665440000000000,2023-03-24T13:44:00.000000000Z,attempt_failed,timeout,,,conditional-00000121,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679665500000000000,2023-03-24T13:45:00.000000000Z,attempt_failed,timeout,,,conditional-00000122,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679665560000000000,2023-03-24T13:46:00.000000000Z,attempt_failed,timeout,,,conditional-00000123,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679665620000000000,2023-03-24T13:47:00.000000000Z,attempt_failed,timeout,,,conditional-00000124,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679665680000000000,2023-03-24T13:48:00.000000000Z,attempt_failed,timeout,,,conditional-00000125,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679665740000000000,2023-03-24T13:49:00.000000000Z,attempt_failed,timeout,,,conditional-00000126,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679665800000000000,2023-03-24T13:50:00.000000000Z,attempt_failed,timeout,,,conditional-00000127,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679665860000000000,2023-03-24T13:51:00.000000000Z,attempt_failed,timeout,,,conditional-00000128,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679665920000000000,2023-03-24T13:52:00.000000000Z,attempt_failed,timeout,,,conditional-00000129,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679665980000000000,2023-03-24T13:53:00.000000000Z,attempt_failed,timeout,,,conditional-00000130,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679666040000000000,2023-03-24T13:54:00.000000000Z,attempt_failed,timeout,,,conditional-00000131,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679666100000000000,2023-03-24T13:55:00.000000000Z,attempt_failed,timeout,,,conditional-00000132,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679666160000000000,2023-03-24T13:56:00.000000000Z,attempt_failed,timeout,,,conditional-00000133,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679666220000000000,2023-03-24T13:57:00.000000000Z,attempt_failed,timeout,,,conditional-00000134,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679666280000000000,2023-03-24T13:58:00.000000000Z,attempt_failed,timeout,,,conditional-00000135,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679666340000000000,2023-03-24T13:59:00.000000000Z,attempt_failed,timeout,,,conditional-00000136,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679666400000000000,2023-03-24T14:00:00.000000000Z,attempt_failed,timeout,,,conditional-00000137,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679666460000000000,2023-03-24T14:01:00.000000000Z,transition,unwind_complete,CLOSING_SPOT,COOLDOWN,,ETHUSDT-1673798460000000000,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,permanent,False,1679659140000000000,2023-03-24T11:59:00.000000000Z,close_requested,real_market_inactivity,,,,,,False,,,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1679659140000000000,2023-03-24T11:59:00.000000000Z,transition,real_market_inactivity,HOLDING,CLOSING_PERP,,BTCUSDT-1654041660000000000,,,,,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1679659140000000000,2023-03-24T11:59:00.000000000Z,close_requested,real_market_inactivity,,,,,,False,,,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1679659140000000000,2023-03-24T11:59:00.000000000Z,transition,real_market_inactivity,HOLDING,CLOSING_PERP,,ETHUSDT-1673884860000000000,,,,,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1679659200000000000,2023-03-24T12:00:00.000000000Z,transition,perpetual_closed_waiting_spot,CLOSING_PERP,CLOSING_SPOT,,BTCUSDT-1654041660000000000,,,,,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1679659200000000000,2023-03-24T12:00:00.000000000Z,transition,perpetual_closed_waiting_spot,CLOSING_PERP,CLOSING_SPOT,,ETHUSDT-1673884860000000000,,,,,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1679659260000000000,2023-03-24T12:01:00.000000000Z,attempt_failed,timeout,,,permanent-00000095,,,,,close_spot,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1679659260000000000,2023-03-24T12:01:00.000000000Z,attempt_failed,timeout,,,permanent-00000096,,,,,close_spot,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1679659320000000000,2023-03-24T12:02:00.000000000Z,attempt_failed,timeout,,,permanent-00000097,,,,,close_spot,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1679659320000000000,2023-03-24T12:02:00.000000000Z,attempt_failed,timeout,,,permanent-00000098,,,,,close_spot,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1679659380000000000,2023-03-24T12:03:00.000000000Z,attempt_failed,timeout,,,permanent-00000099,,,,,close_spot,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1679659380000000000,2023-03-24T12:03:00.000000000Z,attempt_failed,timeout,,,permanent-00000100,,,,,close_spot,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1679659440000000000,2023-03-24T12:04:00.000000000Z,attempt_failed,timeout,,,permanent-00000101,,,,,close_spot,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1679659440000000000,2023-03-24T12:04:00.000000000Z,attempt_failed,timeout,,,permanent-00000102,,,,,close_spot,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1679659500000000000,2023-03-24T12:05:00.000000000Z,attempt_failed,timeout,,,permanent-00000103,,,,,close_spot,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1679659500000000000,2023-03-24T12:05:00.000000000Z,attempt_failed,timeout,,,permanent-00000104,,,,,close_spot,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1679659560000000000,2023-03-24T12:06:00.000000000Z,attempt_failed,timeout,,,permanent-00000105,,,,,close_spot,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1679659560000000000,2023-03-24T12:06:00.000000000Z,attempt_failed,timeout,,,permanent-00000106,,,,,close_spot,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1679659620000000000,2023-03-24T12:07:00.000000000Z,attempt_failed,timeout,,,permanent-00000107,,,,,close_spot,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1679659620000000000,2023-03-24T12:07:00.000000000Z,attempt_failed,timeout,,,permanent-00000108,,,,,close_spot,run_dfea4b7ac1475668d5968c97
