scenario,strategy,run_id,period,symbol,spot_pnl_usdt,futures_pnl_usdt,funding_usdt,fees_usdt,liquidation_fees_usdt,slippage_informational_usdt,spot_realized_pnl_usdt,spot_unrealized_pnl_usdt,futures_realized_pnl_usdt,futures_unrealized_pnl_usdt,net_pnl_usdt
FUT4_REALIZADA,conditional,run_d17c6848d9a0c5c85249b152,full,ETHUSDT,-327.023128512000000000000000,370.3006000000000000000000000,496.3994706760949046986,-65.431533342,0,9.296131067731841191191493847,-327.019996791580194047302391,-0.003131720419805952697609,370.300599999999999999999999,-1.000E-24,474.2454088220949046985999990
FUT4_REALIZADA,conditional,run_d17c6848d9a0c5c85249b152,2022-2023,BTCUSDT,413.1935621840000000,-414.7721268935199999999999998,70.3567840205436728717,-5.1049429830,0,0.7346982801759661947065134436,60.0113000,353.1822621840000000,-60.3640,-354.4081268935199999999999998,63.67327632802367287170000024
FUT4_REALIZADA,conditional,run_d17c6848d9a0c5c85249b152,2022-2023,ETHUSDT,872.6241268830000000000000003,-826.7732824443699999999999989,130.5816114137873375827,-21.117411269,0,2.856186706683737141019643556,560.6324842430274850420816293,311.991642639972514957918371,-520.5288499999999999999999989,-306.2444324443700000000000000,155.3150445834173375827000014
FUT4_REALIZADA,conditional,run_d17c6848d9a0c5c85249b152,2024+,BTCUSDT,2123.241204129400000000000000,-2115.228573106480000000000000,284.4533188468455053431,-37.0658272104,0,5.317557080558326651012140273,2476.437642802128693471417312,-353.196438672728693471417312,-2469.636700000000000000000000,354.4081268935199999999999998,255.4001226593655053430999998
FUT4_REALIZADA,conditional,run_d17c6848d9a0c5c85249b152,2024+,ETHUSDT,-1199.647255395000000000000000,1197.073882444369999999999998,365.8178592623075671159,-44.314122073,0,6.439944361048104050171850291,-887.652481034607679089384020,-311.994774360392320910615980,890.829449999999999999999998,306.2444324443699999999999980,318.9303642386775671158999976
FUT4_REALIZADA,conditional,run_d17c6848d9a0c5c85249b152,2022,BTCUSDT,0,0E-8,0,0,0,0,0,0,0,0E-8,0E-8
FUT4_REALIZADA,conditional,run_d17c6848d9a0c5c85249b152,2022,ETHUSDT,0,0E-8,0,0,0,0,0,0,0,0E-8,0E-8
FUT4_REALIZADA,conditional,run_d17c6848d9a0c5c85249b152,2023,BTCUSDT,413.1935621840000000,-414.7721268935199999999999998,70.3567840205436728717,-5.1049429830,0,0.7346982801759661947065134436,60.0113000,353.1822621840000000,-60.3640,-354.4081268935199999999999998,63.67327632802367287170000024
FUT4_REALIZADA,conditional,run_d17c6848d9a0c5c85249b152,2023,ETHUSDT,872.6241268830000000000000003,-826.7732824443699999999999989,130.5816114137873375827,-21.117411269,0,2.856186706683737141019643556,560.6324842430274850420816293,311.991642639972514957918371,-520.5288499999999999999999989,-306.2444324443700000000000000,155.3150445834173375827000014
FUT4_REALIZADA,conditional,run_d17c6848d9a0c5c85249b152,2024,BTCUSDT,2123.357582769400000000000000,-2115.228573106480000000000000,284.4533188468455053431,-37.0658272104,0,5.317557080558326651012140273,2476.437642802128693471417312,-353.080060032728693471417312,-2469.636700000000000000000000,354.4081268935199999999999998,255.5165012993655053430999998
FUT4_REALIZADA,conditional,run_d17c6848d9a0c5c85249b152,2024,ETHUSDT,560.536225616000000000000000,-561.3478742120400000000000013,319.6976324874098184558,-34.031037638,0,4.945392281522591358110019911,737.208616070888633836720428,-176.672390454888633836720428,-735.244900000000000000000001,173.8970257879599999999999988,284.8549462533698184557999982
