date,strategy,equity_usdt,daily_return,net_pnl_usdt
2026-07-27,conditional,10785.62754620496593690000000,-0.0000013777183816174896612687,-0.01485957780000000000000
2026-07-28,conditional,10785.63008536596593690000000,2.35420793933629752693E-7,0.00253916100000000000000
2026-07-29,conditional,10785.62987688456593690000000,-1.93295522236451744869E-8,-0.00020848140000000000000
2026-07-30,conditional,10785.63634394696593690000000,5.99599881863182745910E-7,0.00646706240000000000000
2026-07-31,conditional,10785.61955652376593690000000,-0.0000015564610807058511609658,-0.01678742320000000000000
2026-08-01,conditional,10785.61851195816593690000000,-9.68479923221644107252E-8,-0.00104456560000000000000
2026-08-02,conditional,10785.62572529816593690000000,6.68792428732990060780E-7,0.00721334000000000000000
2026-08-03,conditional,10785.62445387476593690000000,-1.178812831431578177416E-7,-0.00127142340000000000000
2026-08-04,conditional,10785.62937569716593690000000,4.56331705322061482707E-7,0.00492182240000000000000
2026-08-05,conditional,10785.63506784236593690000000,5.27752716297287823604E-7,0.00569214520000000000000
2026-08-06,conditional,10785.63218858036593690000000,-2.669534044021746935110E-7,-0.00287926200000000000000
2026-08-07,conditional,10785.63723752036593690000000,4.68117205530680638804E-7,0.00504894000000000000000
2026-08-08,conditional,10785.63764318136593690000000,3.7611222319698754120E-8,0.00040566100000000000000
2026-08-09,conditional,10785.63695702436593690000000,-6.36176573606462224785E-8,-0.00068615700000000000000
2026-08-10,conditional,10785.62839831216593690000000,-7.935286746719176569059E-7,-0.00855871220000000000000
2026-08-11,conditional,10785.62592718716593690000000,-2.291127515932872586663E-7,-0.00247112500000000000000
2026-08-12,conditional,10785.62488970836593690000000,-9.61908754303116250361E-8,-0.00103747880000000000000
2026-08-13,conditional,10785.62500722156593690000000,1.0895353880898546280E-8,0.00011751320000000000000
2026-08-14,conditional,10785.62154811196593690000000,-3.207148030535028709796E-7,-0.00345910960000000000000
2026-08-15,conditional,10785.62191210456593690000000,3.3747948449361017700E-8,0.00036399260000000000000
2026-08-16,conditional,10785.62013907076593690000000,-1.643886476319132580998E-7,-0.00177303380000000000000
2026-08-17,conditional,10785.63445726196593690000000,0.000001327526003640026430806,0.01431819120000000000000
2026-08-18,conditional,10785.63586177056593690000000,1.30220304198641238635E-7,0.00140450860000000000000
2026-08-19,conditional,10785.68358304476593690000000,0.000004424521169785356867192,0.04772127420000000000000
2026-08-20,conditional,10785.71528670936593690000000,0.000002939420979291342341423,0.03170366460000000000000
2026-08-21,conditional,10785.76321626936593690000000,0.000004443799852482747962855,0.04792956000000000000000
2026-08-22,conditional,10785.75017368956593690000000,-0.0000012092403234224933357135,-0.01304257980000000000000
2026-08-23,conditional,10785.75653260716593690000000,5.89566557503969639221E-7,0.00635891760000000000000
2026-08-24,conditional,10785.76682193356593690000000,9.53973545471161554909E-7,0.01028932640000000000000
2026-08-25,conditional,10785.76181031956593690000000,-4.646506903717363372909E-7,-0.00501161400000000000000
2026-08-26,conditional,10785.76783793216593690000000,5.58849036906500245061E-7,0.00602761260000000000000
2026-08-27,conditional,10785.77775212156593690000000,9.19191804326907904547E-7,0.00991418940000000000000
2026-08-28,conditional,10785.75652415616593690000000,-0.0000019681441512944629708975,-0.02122796540000000000000
2026-08-29,conditional,10785.76010313716593690000000,3.31824753505642946079E-7,0.00357898100000000000000
2026-08-30,conditional,10785.75447732976593690000000,-5.215958213611359069999E-7,-0.00562580740000000000000
2026-08-31,conditional,10785.76304964716593690000000,7.94781433048367744344E-7,0.00857231740000000000000
2022-01-01,permanent,10000,0,0
2022-01-02,permanent,10000,0,0
2022-01-03,permanent,10000,0,0
2022-01-04,permanent,9995.6738691958198400000,-0.0004326130804180160,-4.3261308041801600000
2022-01-05,permanent,9993.4057831885190650000,-0.0002269067635640306177204243,-2.2680860073007750000
2022-01-06,permanent,9992.8067697761793495160,-0.0000599408675416153155617103,-0.5990134123397154840
2022-01-07,permanent,9993.8105201294348620985,0.000100447289373333370294610,1.0037503532555125825
2022-01-08,permanent,9994.8761347593384890985,0.000106627459841996853212246,1.0656146299036270000
2022-01-09,permanent,9996.8041525242718545115,0.000192900616169545873690929,1.9280177649333654130
2022-01-10,permanent,9997.7579746984212619900,0.000095412709861737149310197,0.9538221741494074785
2022-01-11,permanent,9999.083747447165352966800000,0.000132607005700603832653838,1.325772748744090976800000
2022-01-12,permanent,9997.537799434980164157400000,-0.0001546089673046172793459451,-1.545948012185188809400000
2022-01-13,permanent,9996.181877726667753542900000,-0.0001356255645654114704849437,-1.355921708312410614500000
2022-01-14,permanent,9996.858205505157373542900000,0.000067658610733824553173465,0.676327778489620000000000
2022-01-15,permanent,9997.942296142514968550700000,0.000108443134340006792051728,1.084090637357595007800000
2022-01-16,permanent,9999.071089491960616132700000,0.000112902566949317915549402,1.128793349445647582000000
2022-01-17,permanent,9999.829410008181594848100000,0.000075839096395454066444266,0.758320516220978715400000
2022-01-18,permanent,10000.49890070751285110230000,0.000066950212036737984182284,0.669490699331256254200000
2022-01-19,permanent,9999.920189883431971102300000,-0.0000578681953597272540185865,-0.578710824080880000000000
2022-01-20,permanent,10004.37172817191475010230000,0.000445157381654529996656776,4.451538288482779000000000
2022-01-21,permanent,10004.85129150148182386510000,0.000047935376912939211454394,0.47956332956707376280000
2022-01-22,permanent,10005.90822116198849835220000,0.000105641716174679430984506,1.05692966050667448710000
2022-01-23,permanent,10004.84331535093621383220000,-0.0001064277012655445639519741,-1.06490581105228452000000
2022-01-24,permanent,10006.62352577134989556320000,0.000177934862576229955083384,1.78021042041368173100000
2022-01-25,permanent,10007.41174401447528573080000,0.000078769651031178491898300,0.78821824312539016760000
2022-01-26,permanent,10004.84618930569647917830000,-0.0002563654593619862144071513,-2.56555470877880655250000
2022-01-27,permanent,10005.22375790594940444590000,0.000037738571199276706767087,0.37756860025292526760000
2022-01-28,permanent,10004.69684593977016766840000,-0.0000526636863831136547549471,-0.52691196617923677750000
2022-01-29,permanent,10004.67795208315989613590000,-0.0000018884986622997248644258,-0.01889385661027153250000
2022-01-30,permanent,10004.03693392310462381650000,-0.0000640718435041480195312697,-0.64101816005527231940000
2022-01-31,permanent,10005.05975101864461182350000,0.000102240435765653264207487,1.02281709553998800700000
2022-02-01,permanent,10004.87604294898360775990000,-0.0000183615164959209967493219,-0.18370806966100406360000
2022-02-02,permanent,10004.37415703868650775990000,-0.0000501641307840898347222496,-0.50188591029710000000000
2022-02-03,permanent,10002.05509333047245295190000,-0.0002318049756848060558806414,-2.31906370821405480800000
2022-02-04,permanent,10003.87703124740389795190000,0.000182156356861735528727418,1.82193791693144500000000
2022-02-05,permanent,10004.44560145251493195190000,0.000056834985409665498223337,0.56857020511103400000000
2022-02-06,permanent,10006.68959644795234895190000,0.000224299784798831652735070,2.24399499543741700000000
2022-02-07,permanent,10006.55389556270727858580000,-0.0000135610167515578522389857,-0.13570088524507036610000
2022-02-08,permanent,10008.92874166665813987180000,0.000237329067402910789234539,2.37484610395086128600000
2022-02-09,permanent,10009.70042708843631078560000,0.000077099701845781356630684,0.77168542177817091380000
2022-02-10,permanent,10011.63759367280588435370000,0.000193528927112261776758556,1.93716658436957356810000
2022-02-11,permanent,10008.88552873127215114060000,-0.0002748865923066366327934817,-2.75206494153373321310000
2022-02-12,permanent,10010.82644795152523614060000,0.000193919614194959847339688,1.94091922025308500000000
2022-02-13,permanent,10008.22477811364294076560000,-0.0002598856199744292349616722,-2.60166983788229537500000
2022-02-14,permanent,10012.51772714300606569220000,0.000428942107570475940011656,4.29294902936312492660000
2022-02-15,permanent,10012.44743089748464956860000,-0.0000070208360611287136907186,-0.07029624552141612360000
2022-02-16,permanent,10013.31303762328870356860000,0.000086453060730473538684655,0.86560672580405400000000
2022-02-17,permanent,10017.79678129369004184160000,0.000447778238186946552306635,4.48374367040133827300000
2022-02-18,permanent,10016.23246309283536897680000,-0.0001561539163756781756347646,-1.56431820085467286480000
2022-02-19,permanent,10018.36304694711042986680000,0.000212713099673524778785439,2.13058385427506089000000
2022-02-20,permanent,10017.88329745019748910330000,-0.0000478870145416755016418673,-0.47974949691294076350000
2022-02-21,permanent,10016.56598640765632582430000,-0.0001314959461422805726481486,-1.31731104254116327900000
2022-02-22,permanent,10017.65066782922877647660000,0.000108288751159264419972275,1.08468142157245065230000
2022-02-23,permanent,10018.72180877857168862740000,0.000106925364525116012572624,1.07114094934291215080000
2022-02-24,permanent,10016.36142683719921956190000,-0.0002355971137260506537892051,-2.36038194137246906550000
2022-02-25,permanent,10017.30874852030550656190000,0.000094577426146793562463221,0.94732168310628700000000
2022-02-26,permanent,10019.40530504141222820770000,0.000209293391442727761049672,2.09655652110672164580000
2022-02-27,permanent,10019.57763106734183610700000,0.000017199226968380998236081,0.17232602592960789930000
2022-02-28,permanent,10017.76978735360096788620000,-0.0001804311299645358930417101,-1.80784371374086822080000
2022-03-01,permanent,10020.21579239066735688620000,0.000244166624806473150104435,2.44600503706638900000000
2022-03-02,permanent,10019.93665618687796488620000,-0.0000278573046302423444285569,-0.27913620378939200000000
2022-03-03,permanent,10022.18074625175849588620000,0.000223962500151625443944407,2.24409006488053100000000
2022-03-04,permanent,10026.02943906836793988620000,0.000384017502183727263149905,3.84869281660944400000000
2022-03-05,permanent,10026.21169740537302318060000,0.000018178516042939026393971,0.18225833700508329440000
2022-03-06,permanent,10026.90476094571322105860000,0.000069125165242576305915771,0.69306354034019787800000
2022-03-07,permanent,10026.11780277155622105860000,-0.0000784846563240694452217064,-0.78695817415700000000000
2022-03-08,permanent,10026.14591969179998864960000,0.000002804367632304811782937,0.02811692024376759100000
2022-03-09,permanent,10026.30278804824389690640000,0.000015645927926882828767433,0.15686835644390825680000
2022-03-10,permanent,10028.52977113153909690640000,0.000222114086355925076109559,2.22698308329520000000000
2022-03-11,permanent,10028.42634269996231993240000,-0.0000103134192087168662752597,-0.10342843157677697400000
2022-03-12,permanent,10022.66857100772426682540000,-0.0005741450847300019169363116,-5.75777169223805310700000
2022-03-13,permanent,10030.10664675653054324180000,0.000742125282913392671407422,7.43807574880627641640000
2022-03-14,permanent,10027.98099280125745613740000,-0.0002119273533308309340838518,-2.12565395527308710440000
2022-03-15,permanent,10028.02098922971535431280000,0.000003988482675287302131910,0.03999642845789817540000
2022-03-16,permanent,10029.71859676137118241840000,0.000169286395937851623614786,1.69760753165582810560000
2022-03-17,permanent,10032.46395881428471341840000,0.000273722739718741197074114,2.74536205291353100000000
2022-03-18,permanent,10032.61561823045840970060000,0.000015116866284922152029265,0.15165941617369628220000
2022-03-19,permanent,10034.35283382583316370060000,0.000173156797935926718539097,1.73721559537475400000000
2022-03-20,permanent,10035.66950259547855970060000,0.000131216112433968005631536,1.31666876964539600000000
2022-03-21,permanent,10038.05533180991236058980000,0.000237734932763256598707351,2.38582921443380088920000
2022-03-22,permanent,10039.68775602609256558980000,0.000162623552293755948302838,1.63242421618020500000000
2022-03-23,permanent,10039.85642766021570657080000,0.000016800486053154361986685,0.16867163412314098100000
2022-03-24,permanent,10041.00495928883985670500000,0.000114397216424320416741422,1.14853162862415013420000
2022-03-25,permanent,10042.66875382505999162720000,0.000165700001440689872836050,1.66379453622013492220000
2022-03-26,permanent,10044.21867422848497329760000,0.000154333518451920133640025,1.54992040342498167040000
2022-03-27,permanent,10042.48755578010655310560000,-0.0001723497371498028047521856,-1.73111844837842019200000
2022-03-28,permanent,10043.58121378999310310560000,0.000108903098342111311616140,1.09365800988655000000000
2022-03-29,permanent,10047.26183639462753310560000,0.000366465160811452189970007,3.68062260463443000000000
2022-03-30,permanent,10049.35497796466456010560000,0.000208329553277386531754476,2.09314157003702700000000
2022-03-31,permanent,10051.15314513896407010560000,0.000178933591085435005632944,1.79816717429951000000000
2022-04-01,permanent,10052.23047915108138147580000,0.000107185115634054592874950,1.07733401211731137020000
2022-04-02,permanent,10054.23746486624864247580000,0.000199655759916156686837967,2.00698571516726100000000
2022-04-03,permanent,10055.20162498282654247580000,0.000095895896625386319772451,0.96416011657790000000000
2022-04-04,permanent,10055.92616724124735271420000,0.000072056462460249045179878,0.72454225842081023840000
2022-04-05,permanent,10061.34034958115580071420000,0.000538407129275271925868336,5.41418233990844800000000
2022-04-06,permanent,10060.29205068385140071420000,-0.0001041907798445601438934483,-1.04829889730440000000000
2022-04-07,permanent,10060.34496140177601607200000,0.000005259362020312197170811,0.05291071792461535780000
2022-04-08,permanent,10061.59470889133507528940000,0.000124225112991048314253363,1.24974748955905921740000
2022-04-09,permanent,10063.22401985108287628940000,0.000161933670246923629100582,1.62931095974780100000000
2022-04-10,permanent,10066.63307115896606726920000,0.000338763332820413416667856,3.40905130788319097980000
2022-04-11,permanent,10066.86348299489147426920000,0.000022888669359126626921729,0.23041183592540700000000
2022-04-12,permanent,10065.32854446497109912520000,-0.0001524743563388157712610797,-1.53493852992037514400000
2022-04-13,permanent,10063.93089074365146662720000,-0.0001388582315167662184827206,-1.39765372131963249800000
2022-04-14,permanent,10066.08198403489661908540000,0.000213742852032462861318892,2.15109329124515245820000
2022-04-15,permanent,10063.99226309856535508540000,-0.0002076002301238578362295332,-2.08972093633126400000000
2022-04-16,permanent,10063.46466901913847913600000,-0.0000524239353165437509637870,-0.52759407942687594940000
2022-04-17,permanent,10068.45440564897180625300000,0.000495826913885281683791992,4.98973662983332711700000
2022-04-18,permanent,10062.59451520563011383200000,-0.0005820049639450085594642364,-5.85989044334169242100000
2022-04-19,permanent,10063.16142668832028513900000,0.000056338500158533558360249,0.56691148269017130700000
2022-04-20,permanent,10066.19147832226157297900000,0.000301103351666936908294440,3.03005163394128784000000
2022-04-21,permanent,10064.45074211327811747620000,-0.0001729289784256701915082418,-1.74073620898345550280000
2022-04-22,permanent,10063.54641818375547407420000,-0.0000898532818824009096014018,-0.90432392952264340200000
2022-04-23,permanent,10062.67900190193610502780000,-0.0000861938968405849753813652,-0.86741628181936904640000
2022-04-24,permanent,10060.21367930175620746080000,-0.0002449966454970818011106589,-2.46532260017989756700000
2022-04-25,permanent,10058.10746672419685999840000,-0.0002093606204302344615822879,-2.10621257755934746240000
2022-04-26,permanent,10059.66630640855349392640000,0.000154983399164686896473557,1.55883968435663392800000
2022-04-27,permanent,10059.38540053905200326760000,-0.0000279239749058612781074785,-0.28090586950149065880000
2022-04-28,permanent,10057.61092880936310974480000,-0.0001763996167791528253803220,-1.77447172968889352280000
2022-04-29,permanent,10060.61924565117840374480000,0.000299108492375477444046532,3.00831684181529400000000
2022-04-30,permanent,10059.97195438419716945800000,-0.0000643391078795704934992415,-0.64729126698123428680000
2022-05-01,permanent,10059.37535461313352771240000,-0.0000593043175238316568641505,-0.59659977106364174560000
2022-05-02,permanent,10058.35599508239856420440000,-0.0001013342772091206395136755,-1.01935953073496350800000
2022-05-03,permanent,10060.97492226055358820440000,0.000260373283609710775132828,2.61892717815502400000000
2022-05-04,permanent,10060.86846742505747978840000,-0.0000105809661905199913679290,-0.10645483549610841600000
2022-05-05,permanent,10064.58690983475090578840000,0.000369594575431827585309737,3.71844240969342600000000
2022-05-06,permanent,10063.99499899323569496240000,-0.0000588112405226305835761147,-0.59191084151521082600000
2022-05-07,permanent,10063.41469929921246718640000,-0.0000576609680431358302959951,-0.58029969402322777600000
2022-05-08,permanent,10063.54937492587145718640000,0.000013382696697212371363453,0.13467562665899000000000
2022-05-09,permanent,10067.05038580111176518640000,0.000347890266625347242212340,3.50101087524030800000000
2022-05-10,permanent,10066.46672941502508849840000,-0.0000579769012490375759950412,-0.58365638608667668800000
2022-05-11,permanent,10069.39429620105884027440000,0.000290823668793258538481745,2.92756678603375177600000
2022-05-12,permanent,10062.77124396419316138940000,-0.0006577408771612407486795762,-6.62305223686567888500000
2022-05-13,permanent,10064.10940826555565980740000,0.000132981687541108538770630,1.33816430136249841800000
2022-05-14,permanent,10064.15453293253989841140000,0.000004483721823133018775392,0.04512466698423860400000
2022-05-15,permanent,10066.27188802263308280420000,0.000210385788807658508107465,2.11735509009318439280000
2022-05-16,permanent,10066.30618711228457880420000,0.000003407327959451087068050,0.03429908965149600000000
2022-05-17,permanent,10066.58197354884957316020000,0.000027396984697135370089928,0.27578643656499435600000
2022-05-18,permanent,10066.42103397696178799940000,-0.0000159875091973296568317877,-0.16093957188778516080000
2022-05-19,permanent,10065.19111630386140470900000,-0.0001221802335655413342333646,-1.22991767310038329040000
2022-05-20,permanent,10067.58985981270406870900000,0.000238320711561762215207757,2.39874350884266400000000
2022-05-21,permanent,10068.40765053958825559820000,0.000081230039986889269760950,0.81779072688418688920000
2022-05-22,permanent,10067.71458251883210952620000,-0.0000688359117758807692338858,-0.69306802075614607200000
2022-05-23,permanent,10070.13144819370233952620000,0.000240061004417703370552602,2.41686567487023000000000
2022-05-24,permanent,10069.17713905286848564340000,-0.0000947663042675604831841835,-0.95430914083385388280000
2022-05-25,permanent,10069.38622002766856412340000,0.000020764454921461948740188,0.20908097480007848000000
2022-05-26,permanent,10070.09197764652663384040000,0.000070089437770729430109859,0.70575761885806971700000
2022-05-27,permanent,10071.29884153134297435640000,0.000119846361631584196923201,1.20686388481634051600000
2022-05-28,permanent,10080.76185843176128476280000,0.000939602433540682903726576,9.46301690041831040640000
2022-05-29,permanent,10080.76758904066128476280000,5.68469822070719601684E-7,0.00573060890000000000000
2022-05-30,permanent,10080.80308777616128476280000,0.000003521431794399522095662,0.03549873550000000000000
2022-05-31,permanent,10080.79927456146128476280000,-3.782649722246682917652E-7,-0.00381321470000000000000
2022-06-01,permanent,10077.98694590271128476280000,-0.0002789787379108729428899307,-2.81232865875000000000000
2022-06-02,permanent,10078.03653040756128476280000,0.000004920080281524773101195,0.04958450485000000000000
2022-06-03,permanent,10078.28751608509549237230000,0.000024904223831391253355504,0.25098567753420760950000
2022-06-04,permanent,10078.41378969397941636230000,0.000012529272327504990124775,0.12627360888392399000000
2022-06-05,permanent,10078.36582353636125251580000,-0.0000047592963157767199729412,-0.04796615761816384650000
2022-06-06,permanent,10078.97929975212007751580000,0.000060870604074139923840846,0.61347621575882500000000
2022-06-07,permanent,10078.57264193902287613380000,-0.0000403471225610318123793437,-0.40665781309720138200000
2022-06-08,permanent,10080.12423432673345613380000,0.000153949615965864405663516,1.55159238771058000000000
2022-06-09,permanent,10080.76649400244062113380000,0.000063715452386987617560793,0.64225967570716500000000
2022-06-10,permanent,10083.08290835471230611830000,0.000229785537999500077008699,2.31641435227168498450000
2022-06-11,permanent,10081.14833355385321386430000,-0.0001918634229672086255525958,-1.93457480085909225400000
2022-06-12,permanent,10081.08531897286706429230000,-0.0000062507344303637856854785,-0.06301458098614957200000
2022-06-13,permanent,10083.45625347472460139230000,0.000235186433488007105951878,2.37093450185753710000000
2022-06-14,permanent,10081.40143190827121959330000,-0.0002037814728204227892676106,-2.05482156645338179900000
2022-06-15,permanent,10081.28486234148527032130000,-0.0000115628335577431965730990,-0.11656956678594927200000
2022-06-16,permanent,10080.69613399086457240050000,-0.0000583981465318855716652694,-0.58872835062069792080000
2022-06-17,permanent,10080.28234382954790808650000,-0.0000410477764448642493909174,-0.41379016131666431400000
2022-06-18,permanent,10079.95872739649497449150000,-0.0000321039056263170253986488,-0.32361643305293359500000
2022-06-19,permanent,10080.51651517515657755750000,0.000055336315727720389395904,0.55778777866160306600000
2022-06-20,permanent,10080.56685109530555955940000,0.000004993387002859086861201,0.05033592014898200190000
2022-06-21,permanent,10082.53575363638963778100000,0.000195316649367802844308595,1.96890254108407822160000
2022-06-22,permanent,10080.90643202234763778100000,-0.0001615983968570967144040954,-1.62932161404200000000000
2022-06-23,permanent,10081.57497819967295736140000,0.000066318061955387220518255,0.66854617732531958040000
2022-06-24,permanent,10081.08229206713122136140000,-0.0000488699566890210149089048,-0.49268613254173600000000
2022-06-25,permanent,10080.68038971063908081680000,-0.0000398669849970771595805509,-0.40190235649214054460000
2022-06-26,permanent,10082.94363822893729374520000,0.000224513468417103376887260,2.26324851829821292840000
2022-06-27,permanent,10084.68560272927173094040000,0.000172763486818459709619751,1.74196450033443719520000
2022-06-28,permanent,10083.30458245056326249820000,-0.0001369423235499494034564478,-1.38102027870846844220000
2022-06-29,permanent,10084.04113043643866131940000,0.000073046289522714612636825,0.73654798587539882120000
2022-06-30,permanent,10085.38492647277422519320000,0.000133259674266858548598077,1.34379603633556387380000
2022-07-01,permanent,10083.82559338629619635720000,-0.0001546131454422716127036247,-1.55933308647802883600000
2022-07-02,permanent,10083.21456796824219635720000,-0.0000605946039422533014229351,-0.61102541805400000000000
2022-07-03,permanent,10083.47447383671595099280000,0.000025776092209661805510343,0.25990586847375463560000
2022-07-04,permanent,10083.42237614175386906640000,-0.0000051666412303872269910469,-0.05209769496208192640000
2022-07-05,permanent,10083.58243087212452106640000,0.000015873056230328631516352,0.16005473037065200000000
2022-07-06,permanent,10084.81147001198709106640000,0.000121885168122364519226347,1.22903913986257000000000
2022-07-07,permanent,10085.65392364284812306640000,0.000083536874572830327375182,0.84245363086103200000000
2022-07-08,permanent,10085.95329117669812784240000,0.000029682511031657121980687,0.29936753385000477600000
2022-07-09,permanent,10087.62926662675753213500000,0.000166169265479899245994313,1.67597545005940429260000
2022-07-10,permanent,10088.05696732378153213500000,0.000042398534454371412183819,0.42770069702400000000000
2022-07-11,permanent,10088.76151412251766468860000,0.000069839692719641612912731,0.70454679873613255360000
2022-07-12,permanent,10089.90109188994395877640000,0.000112955169554863866138925,1.13957776742629408780000
2022-07-13,permanent,10089.48838298333543113080000,-0.0000409031667258120716376346,-0.41270890660852764560000
2022-07-14,permanent,10089.79653993007167532360000,0.000030542375890533117463668,0.30815694673624419280000
2022-07-15,permanent,10089.40221071692901619320000,-0.0000390819786684610458649867,-0.39432921314265913040000
2022-07-16,permanent,10090.62003457049820711960000,0.000120703271426291493712297,1.21782385356919092640000
2022-07-17,permanent,10090.76715708305656315080000,0.000014580126102688814751464,0.14712251255835603120000
2022-07-18,permanent,10087.86175305353832315080000,-0.0002879269716850851100550688,-2.90540402951824000000000
2022-07-19,permanent,10092.70880643052950715080000,0.000480483723473312720282279,4.84705337699118400000000
2022-07-20,permanent,10092.13639251082249376640000,-0.0000567155885189417254279170,-0.57241391970701338440000
2022-07-21,permanent,10092.43967887267888576640000,0.000030051750200428810259045,0.30328636185639200000000
2022-07-22,permanent,10093.91384422675839776640000,0.000146066303191833951854365,1.47416535407951200000000
2022-07-23,permanent,10094.44223403535154349330000,0.000052347366615909815954526,0.52838980859314572690000
2022-07-24,permanent,10097.82716500626115249330000,0.000335326201530646621480498,3.38493097090960900000000
2022-07-25,permanent,10098.22476817091766523230000,0.000039375120821476865252337,0.39760316465651273900000
2022-07-26,permanent,10098.84502232566087523330000,0.000061422098337345295200159,0.62025415474321000100000
2022-07-27,permanent,10098.50405992969949590930000,-0.0000337625139516062368737322,-0.34096239596137932400000
2022-07-28,permanent,10100.59634222880030190930000,0.000207187350392110589018645,2.09228229910080600000000
2022-07-29,permanent,10099.23468841151390790930000,-0.0001348092499839401663422605,-1.36165381728639400000000
2022-07-30,permanent,10105.40449563854830990930000,0.000610918294047965847746724,6.16980722703440200000000
2022-07-31,permanent,10106.04444692788864590930000,0.000063327627272766408014468,0.63995128934033600000000
2022-08-01,permanent,10107.90190305074284058360000,0.000183796551915901987575719,1.85745612285419467430000
2022-08-02,permanent,10112.26930256449773988110000,0.000432077750223984781097718,4.36739951375489929750000
2022-08-03,permanent,10109.05379578047389682910000,-0.0003179807309135232569653312,-3.21550678402384305200000
2022-08-04,permanent,10108.92897187425966445460000,-0.0000123477338963547666538956,-0.12482390621423237450000
2022-08-05,permanent,10110.73953972738143437710000,0.000179105804201340543993923,1.81056785312176992250000
2022-08-06,permanent,10112.82310259611013678110000,0.000206074230331214927635723,2.08356286872870240400000
2022-08-07,permanent,10113.49569681788934788290000,0.000066509046480457696530303,0.67259422177921110180000
2022-08-08,permanent,10114.17280865848562836990000,0.000066951315439757094180018,0.67711184059628048700000
2022-08-09,permanent,10115.01897503882958894070000,0.000083661451742210603050158,0.84616638034396057080000
2022-08-10,permanent,10115.23427641474624154070000,0.000021285316067914356030816,0.21530137591665260000000
2022-08-11,permanent,10118.47323365998332189340000,0.000320205855517278201852384,3.23895724523708035270000
2022-08-12,permanent,10118.44150965455414663360000,-0.0000031352561494794086225044,-0.03172400542917525980000
2022-08-13,permanent,10116.51856057612645880340000,-0.0001900439980399054301871492,-1.92294907842768783020000
2022-08-14,permanent,10118.06603471273067064300000,0.000152965086490790227542419,1.54747413660421183960000
2022-08-15,permanent,10115.67093504953103837530000,-0.0002367151642401425851318728,-2.39509966319963226770000
2022-08-16,permanent,10117.87016928151989070630000,0.000217408637164024538867575,2.19923423198885233100000
2022-08-17,permanent,10117.71095265050624916730000,-0.0000157361804757124761236243,-0.15921663101364153900000
2022-08-18,permanent,10118.79139570872682266680000,0.000106787302313428225322699,1.08044305822057349950000
2022-08-19,permanent,10119.96855285805055927670000,0.000116333769843595806911078,1.17715714932373660990000
2022-08-20,permanent,10118.77191723639978891400000,-0.0001182449940827948710601475,-1.19663562165077036270000
2022-08-21,permanent,10117.82356514995651966040000,-0.0000937220538421108657009309,-0.94835208644326925360000
2022-08-22,permanent,10118.66343626193050196260000,0.000083009068755344969404910,0.83987111197398230220000
2022-08-23,permanent,10118.29383103578893848740000,-0.0000365270797343669963794563,-0.36960522614156347520000
2022-08-24,permanent,10116.93423470259033171140000,-0.0001343701177196815695164196,-1.35959633319860677600000
2022-08-25,permanent,10115.98925401477006579620000,-0.0000934058348011042214256734,-0.94498068782026591520000
2022-08-26,permanent,10117.01307609729659297620000,0.000101208300722561476016689,1.02382208252652718000000
2022-08-27,permanent,10115.33969097273941255380000,-0.0001654030801354563027585683,-1.67338512455718042240000
2022-08-28,permanent,10112.25360355206871870660000,-0.0003050898452204051419635689,-3.08608742067069384720000
2022-08-29,permanent,10111.46989860862071870660000,-0.0000775005230458928380124173,-0.78370494344800000000000
2022-08-30,permanent,10111.50412995370850426660000,0.000003385397516981772547636,0.03423134508778556000000
2022-08-31,permanent,10111.01146779707551524500000,-0.0000487229348177346270963976,-0.49266215663298902160000
2022-09-01,permanent,10109.87767538286741037620000,-0.0001121344207569303182552181,-1.13379241420810486880000
2022-09-02,permanent,10110.46425076561237254660000,0.000058020027697590138512281,0.58657538274496217040000
2022-09-03,permanent,10110.36479927988782282900000,-0.0000098364905169432530022339,-0.09945148572454971760000
2022-09-04,permanent,10110.28660018358101141460000,-0.0000077345474529644228273333,-0.07819909630681141440000
2022-09-05,permanent,10110.69524714745500495140000,0.000040418929752849280137684,0.40864696387399353680000
2022-09-06,permanent,10109.62513675461002389780000,-0.0001058394469111204630725101,-1.07011039284498105360000
2022-09-07,permanent,10105.87961350169285128980000,-0.0003704908146692726713866658,-3.74552325291717260800000
2022-09-08,permanent,10107.98726650597717420980000,0.000208557105852364294427913,2.10765300428432292000000
2022-09-09,permanent,10106.73615922216534808980000,-0.0001237741254342018714779526,-1.25110728381182612000000
2022-09-10,permanent,10106.47172576483918180180000,-0.0000261640803876013734151778,-0.26443345732616628800000
2022-09-11,permanent,10105.60431501432760209859999,-0.0000858272574295393532950599,-0.86741075051157970320001
2022-09-12,permanent,10103.69094036065215550419999,-0.0001893379746555744534152563,-1.91337465367544659440000
2022-09-13,permanent,10103.10155055334551367099999,-0.0000583341088702782026205284,-0.58938980730664183320000
2022-09-14,permanent,10091.43372139871551627819999,-0.0011548759651921891212322256,-11.66782915462999739280000
2022-09-15,permanent,10071.98132036474636286400000,-0.0019276152002782978318126460,-19.45240103396915341419999
2022-09-16,permanent,10074.73753043127652606200000,0.000273651228974911354138427,2.75621006653016319800000
2022-09-17,permanent,10073.09868714788310845180000,-0.0001626685835182509681322509,-1.63884328339341761020000
2022-09-18,permanent,10074.25381290884643104840000,0.000114674321858588597527154,1.15512576096332259660000
